id,word,example_en,example_ja
B201522,mutable,The weather in the desert is notoriously mutable.,砂漠の天気は変わりやすいことで悪名高い。
B201523,mutter,The machine's engines released a steady mutter as it idled.,マシンのエンジンはアイドリングしながら、安定して音を発した。
B201524,mutter,She would often mutter to herself when she was deep in thought.,彼女は物思いにふけるとよく独り言をつぶやいていた。
B201525,mutton,I love the taste of mutton.,私は羊の肉の味が大好きです。
B201526,mystify,Her mysterious smile mystified him.,彼女の神秘的な笑顔は彼を惑わせた。
B201527,nano,The scientist is working on a new nano technology.,科学者は新しいナノテクノロジーに取り組んでいます。
B201528,narcissistic,He is so narcissistic that he can't stop talking about himself.,彼は自己陶酔のため、自分自身について話すのを止められない。
B201529,narrator,The narrator of the story provided a unique perspective.,物語の語り手は独特な視点を提供しました。
B201530,narrowly,The path through the forest was narrowly wide enough for one person.,森の中の道は一人分しか通れないほど狭かった。
B201531,nationwide,The nationwide event attracted thousands of participants.,全国的なイベントは数千人の参加者を集めました。
B201532,nationwide,He is well known nationwide.,彼は全国的に名が通っている。
B201533,native speaker,She speaks English as if she were a native speaker.,彼女はまるで母語を話すように英語を話します。
B201534,naughty,The naughty child drew on the walls with crayons.,いたずらな子供がクレヨンで壁に絵を描いた。
B201535,naval,The naval fleet conducted a training exercise in the Pacific Ocean.,海軍艦隊は太平洋で訓練演習を行った。
B201536,navigate,He learned how to navigate a ship.,彼は船を操縦する方法を学びました。
B201537,navigation,The navigation system on the ship guided us safely to our destination.,船のナビゲーションシステムが私たちを安全に目的地まで案内しました。
B201538,navy,The navy ships gathered at the harbor for a military exercise.,海軍の艦船が軍事演習のために港で集まった。
B201539,neat,She keeps her room neat and tidy.,彼女は部屋をきちんと整理しています。
B201540,necessarily,I don't necessarily agree with his decision.,彼の決断に必ずしも同意するわけではありません。
B201541,necessity,Education is a necessity for personal growth.,教育は個人の成長に必要不可欠です。
B201542,need,I have a need for speed.,私はスピードを必要としています。
B201543,needless,Buying a new car when your old one is still in good condition is needless.,古い車がまだ良い状態であるのに新しい車を買うのは不必要です。
B201544,needy,We should help the needy.,我々は貧しい人たちを援助すべきだ。
B201545,negatively,He always speaks negatively about his job.,彼はいつも自分の仕事に否定的に話します。
B201546,neglect,He was blamed for neglect of duty.,彼は義務怠慢で非難された。
B201547,neighboring,I live in a neighboring town.,私は隣町に住んでいます。
B201548,neither,He [[neither smokes nor drinks|neither ... nor]].,彼は煙草も吸わず、酒も飲まない。
B201549,neither ... nor,I neither like coffee nor tea.,私はコーヒーも紅茶もどちらでも好きではありません。
B201550,neither,Neither team played well in the game.,どちらのチームもその試合ではよくなかった。
B201551,neither,Neither is beautiful.,どちらも美しくない。
B201552,nerve,"The musician, despite her crippling stage fright, nerved herself up and delivered a stunning performance.",このミュージシャンは、ステージ恐怖症にもかかわらず、緊張を解きほぐし、見事なパフォーマンスを披露した。
B201553,nerve,It took a lot of nerve to stand up and speak in front of that large audience.,あの大勢の観衆の前で立ち上がって話すには、相当な勇気が必要だったよ。
B201554,nervously,She nervously tapped her fingers on the table.,彼女は神経質にテーブルで指を叩いた。
B201555,net surfer,Tom is a skilled net surfer who can find information on any topic.,トムはどんなトピックでも情報を見つけることができる熟練したネットサーファーです。
B201556,neurosis,She has been diagnosed with neurosis.,彼女は神経症と診断されました。
B201557,newscaster,The newscaster delivered the latest news to the viewers.,ニュース放送者は最新のニュースを視聴者に伝えました。
B201558,newsworthy,The scandal involving the famous actor is newsworthy and has attracted a lot of attention.,有名な俳優に関するスキャンダルは報道価値があり、多くの注目を集めています。
B201559,next,What's next on the agenda?,次の議題は何ですか?
B201560,nicely,She played the piano nicely.,彼女は見事にピアノを演奏した。
B201561,nightclub,I went to a nightclub last night.,昨夜、私はナイトクラブに行きました。
B201562,nightmare,I had a terrifying nightmare last night.,昨夜、恐ろしい悪夢を見ました。
B201563,nobility,The nobility in England includes the title of Duke.,イギリスの貴族には公爵の称号が含まれています。
B201564,noble,She carried herself with noble grace.,彼女は高貴な優雅さを持っていた。
B201565,nobleman,The nobleman lived in a grand castle.,貴族は壮大な城に住んでいました。
B201566,nod,She nodded in agreement.,彼女は同意してうなずきました。
B201567,nomad,The nomads traveled across the vast desert with their herds.,遊牧民は群れを連れて広大な砂漠を旅しました。
B201568,nomination,Her nomination for the award was well-deserved.,彼女の受賞のノミネートは当然だった。
B201569,nominee,She is the nominee for the award.,彼女はその賞の候補者です。
B201570,nonprofessional,Wearing pajamas to the interview was a major nonprofessional move that cost her the job.,パジャマを着て面接に臨んだことは、一人前ではないことを示す重大な行動であり、彼女は仕事を失うことになった。
B201571,non-smoking,This is a non-smoking area.,これは禁煙エリアです。
B201572,northward,They traveled northward to reach their destination.,彼らは目的地に到達するために北へ旅行しました。
B201573,nostril,I could feel the cold air entering my nostrils.,私は冷たい空気が鼻孔に入ってくるのを感じることができました。
B201574,nought,I have achieved nought in my efforts.,私の努力は何も成果を上げていません。
B201575,nourish,Eating a balanced diet helps nourish the body.,バランスの取れた食事を摂ることで体を養うことができます。
B201576,nourishment,Fruits and vegetables are rich in nourishment.,果物や野菜は滋養分が豊富です。
B201577,novelty,The novelty of the new gadget impressed everyone.,新しいガジェットの新奇さはみんなを感動させました。
B201578,now,"Now it rises, now it sinks.",浮かんだと思うとまた沈む。
B201579,nuisance,The noisy neighbors are a nuisance.,うるさい隣人は迷惑です。
B201580,numerical,She has a numerical advantage over her opponents.,彼女は相手より数的優位に立っている。
B201581,nursery,I decorated the nursery with colorful toys and cute furniture.,私は子供部屋にカラフルなおもちゃと可愛い家具を飾りました。
B201582,nut,I love eating nuts.,私は木の実を食べるのが大好きです。
B201583,nutshell,"In a nutshell, a walnut is a type of grain.",要するに、クルミは穀物の一種です。
B201584,oath,He took an oath to protect his country.,彼は自国を守るために誓いを立てた。
B201585,obedience,Obedience is the key to success.,従順さは成功の鍵です。
B201586,obedient,She is an obedient student who always follows the rules.,彼女はいつもルールに従う従順な生徒です。
B201587,obey,It is important to obey the rules.,ルールに従うことは重要です。
B201588,obituary,The local newspaper published an obituary for the beloved community leader.,地元の新聞は、敬愛された地域のリーダーの死亡記事を掲載しました。
B201589,object,He objected to our plan.,彼は僕たちの計画に反対した。
B201590,objective,It is very difficult for anybody to be objective about his own character.,誰にとっても自分の性格を客観的に見ることは非常に困難なことである。
B201591,obligation,It is our obligation to follow the rules and regulations.,ルールと規則に従うことは私たちの義務です。
B201592,observer,The scientist acted as an observer during the experiment.,科学者は実験中に観察者として行動しました。
B201593,obsess,She obsesses over every little detail.,彼女は細部にこだわりすぎる。
B201594,obsession,Her obsession with cleanliness is starting to become a problem.,彼女の清潔への執着は問題になりつつある。
B201595,obsessive,He has an obsessive personality.,彼は執着する性格だ。
B201596,odd,It's odd that he didn't show up to the meeting.,彼が会議に現れなかったのは奇妙だ。
B201597,offend,I didn't mean to offend you with my comment.,私のコメントであなたを傷つけるつもりはありませんでした。
B201598,offender,The police arrested the offender for breaking the law.,警察は法律を破った違反者を逮捕した。
B201599,offense,He was charged with a serious offense.,彼は重大な犯罪で起訴された。
B201600,offhand,I can't think of the answer offhand.,即座に答えを思いつくことができません。
B201601,official,The official announced the new policy.,役人は新しい政策を発表しました。
B201602,offshore,The company has offshore operations in several countries.,その会社は複数の国で沖合いの業務を行っています。
B201603,ointment,You should apply some ointment.,なんか軟膏でも塗っておきなよ。
B201604,olive,Oil is extracted from olives.,オリーブの実から油が取れる。
B201605,Olympia,"The Olympic Games originated in Olympia, a plain in the western part of the Peloponnese peninsula in Greece.",オリンピックは、ギリシャのペロポネソス半島西部にあるオリンピアという平原で始まりました。
B201606,Olympiad,The Olympiad is a four-year period between one Olympic Games and the next.,オリンピア紀は、一つのオリンピック競技大会と次の競技大会の間の4年間です。
B201607,once,"I [[used to]] dislike broccoli, but once I tried it with cheese, I loved it.",私は以前、ブロッコリーが嫌いだったが、一度チーズと一緒に試してみたら、大好きになった。
B201608,openly,He openly expressed his opinion.,彼は公然と意見を表明した。
B201609,operator,The operator of the machine is responsible for its maintenance.,機械のオペレーターは、そのメンテナンスに責任を持っています。
B201610,opponent,He faced a tough opponent in the debate.,彼は討論で厳しい相手に立ち向かった。
B201611,optimism,Optimism is the key to a happy life.,楽天主義は幸せな人生の鍵です。
B201612,optimist,She is an optimist who always sees the bright side of things.,彼女は常に物事の明るい面を見る楽天主義者です。
B201613,optimistic,She always has an optimistic outlook on life.,彼女は常に楽観的な人生の見方を持っています。
B201614,optional,An air conditioner is available as an optional extra.,エアコンは追加料金で選べます
B201615,oral,Oral communication is an important skill in the workplace.,職場では口頭コミュニケーションが重要なスキルです。
B201616,orator,The orator delivered a powerful speech that moved the audience.,演説者は感動的なスピーチを行った。
B201617,orchestral,The symphony orchestra performed a beautiful piece.,交響楽団が美しい曲を演奏しました。
B201618,orchid,I bought a beautiful orchid for my mother's birthday.,私は母の誕生日に美しいランを買いました。
B201619,organizer,She is the organizer of the event.,彼女はイベントの主催者です。
B201620,original,Compare the translation with the original.,訳文を原文と比較しなさい。
B201621,originality,Her originality shines through in her unique artwork.,彼女の独創性は、彼女のユニークなアート作品に輝いています。
B201622,originally,"She originally wanted to be a doctor, but she changed her mind and became a teacher.",彼女は元々医者になりたかったが、考えを変えて教師になった。
B201623,originate,The conflict originated from a disagreement over resources.,紛争は資源に関する意見の相違から引き起こされました。
B201624,ornament,She hung the ornament on the Christmas tree.,彼女はクリスマスツリーに装飾品を掛けました。
B201625,ounce,I need to measure one ounce of flour for this recipe.,このレシピには小麦粉を1オンス計量する必要があります。
B201626,outback,I went on a camping trip in the outback.,私は奥地にキャンプ旅行で行きました。
B201627,outbreak,There was an outbreak of a contagious disease in the city.,市内で感染症の発生がありました。
B201628,outcome,The outcome of the meeting was a success.,会議の結果は成功だった。
B201629,outdistance,He easily outdistanced his competitors in the race.,彼はレースで競争相手を簡単にはるかに引き離しました。
B201630,outdo,She always tries to outdo her colleagues in everything she does.,彼女はいつも同僚たちに対して何事でもまさろうと努力しています。
B201631,outfit,She put on a stylish outfit for the party.,彼女はパーティーのためにおしゃれな装備を身に着けた。
B201632,outgrow,Children often outgrow their clothes quickly.,子供たちはよく服をすぐに合わなくなる。
B201633,outing,We had a great outing to the beach.,私たちはビーチへの素晴らしいお出かけをしました
B201634,outlet,I couldn't find any available outlets to charge my phone.,携帯電話を充電できるコンセントが見つからなかった。
B201635,outline,The artist sketched the outline of the landscape.,芸術家は風景の輪郭をスケッチしました。
B201636,outlive,She will outlive her siblings.,彼女は兄弟姉妹よりも長生きするでしょう。
B201637,outlook,The outlook for the economy is uncertain.,経済の見通しは不確かだ。
B201638,outpatient,"I have an appointment with the doctor, so I will be an outpatient today.",今日は医者の予約があるので、外来患者です。
B201639,output,The company aims to increase its output by 10% this year.,会社は今年、生産高を10%増やすことを目指しています。
B201640,outrage,The news of the scandal caused outrage among the public.,スキャンダルのニュースは一般の人々の怒りを引き起こしました。
B201641,outrageous,He was always [[causing a scene|cause a scene]] with his outrageous behavior.,彼はいつも乱暴な振る舞いで騒ぎを起こしていた。
B201642,outshine,Her talent outshines everyone else in the room.,彼女の才能は部屋の他の誰よりも輝いています。
B201643,outside,Outside advice may be necessary.,外部からの助言が必要かもしれません。
B201644,outside,The door was locked from the outside.,その戸は外側から鍵がしめられている。
B201645,outsider,He always felt like an outsider in his own family.,彼はいつも自分の家族の中で局外者のように感じていた。
B201646,outskirts,I live on the outskirts of town.,私は町のはずれに住んでいます。
B201647,outwardly,"She appeared calm outwardly, but inside she was panicking.",彼女は外側には落ち着いて見えたが、内心ではパニックになっていた。
B201648,oval,The table had an oval shape.,テーブルは卵形をしていました。
B201649,overall,"Relative to overall sales, that of software is insignificant.",売り上げ全体から見れば、ソフトウェアのは重要でない。
B201650,overall,"Overall, I think the project was a success.",全体的に、私はこのプロジェクトは成功だと思います。
B201651,overboard,He fell overboard and had to be rescued.,彼は船外に転落し、救助される必要があった。
B201652,overbook,This flight is overbooked.,この便は予約超過です。
B201653,overcoat,She wore a stylish overcoat to keep warm in the cold weather.,彼女は寒い天気で暖かさを保つためにおしゃれな外とうを着ていました。
B201654,overemphasize,It is impossible to overemphasize its importance.,それの重要性はどんなに強調してもし過ぎることはない。
B201655,overestimate,Don't overestimate your abilities.,自分の能力を過大評価しないでください。
B201656,overhear,I overhear a conversation between two strangers.,見知らぬ2人の会話を耳にする。
B201657,overlap,The two circles overlap each other.,二つの円が重なり合っている。
B201658,overlook,I often overlook small details.,私はよく細かいことを見落とします。
B201659,overly,She is overly cautious about everything.,彼女は何事にも過度に慎重です。
B201660,overseas,Their colleague was transferred to an overseas branch.,彼らの同僚は海外の支店に転勤になった。
B201661,overshadow,His success overshadowed the achievements of his teammates.,彼の成功はチームメイトの功績を覆い隠した。
B201662,oversize,The package was too big to fit in the mailbox because it was oversize.,パッケージはオーバーサイズだったため、ポストに収まりませんでした。
B201663,overstep,He tends to overstep his authority.,彼は権限を越える傾向があります。
B201664,overtake,The runner overtook his competitors and won the race.,ランナーは競争相手を追い抜いてレースに勝ちました。
B201665,overthrow,They conspired to overthrow the government.,彼らは政府を転覆させるための陰謀を企てた。
B201666,overtime,He stayed late and worked overtime.,彼は遅くまで残って残業した。
B201667,overtime,He put in ten hours of overtime this week.,彼は今週１０時間残業した。
B201668,overturn,He accidentally overturned the table while reaching for his phone.,彼は携帯電話を取ろうとしてテーブルをうっかりひっくり返した。
B201669,ow,Ow! That sudden pain really hurt.,ウウッ！その突然の痛みは本当に痛かった。
B201670,owing to,"Owing to the heavy rain, the baseball game was canceled.",激しい雨のため、野球の試合は中止されました。
B201671,owl,I saw an owl in the forest.,私は森でフクロウを見ました。
B201672,ox,The farmer used an ox to plow the field.,農夫は雄牛を使って畑を耕しました。
B201673,ozone,Ozone is a gas that is composed of three oxygen atoms.,オゾンは、3つの酸素原子から構成される気体です。
B201674,pa,My pa is the best dad in the world.,とうちゃんは世界で一番素晴らしいお父さんです。
B201675,packed,The train was packed with commuters.,電車は通勤客で満員だった。
B201676,packet,I received a packet in the mail today.,今日、郵便で小包を受け取りました。
B201677,pad,I always keep a pad of paper and a pen in my bag.,私はいつもバッグにメモ帳とペンを持ち歩いています。
B201678,paintbrush,She used a paintbrush to create a beautiful landscape.,彼女は絵筆を使って美しい風景画を描きました。
B201679,pajamas,I like to wear comfortable pajamas when I sleep.,寝る時は快適なパジャマを着るのが好きです。
B201680,pallet,The potter used a wooden pallet to shape the clay.,陶工は粘土を形作るために木製のへらを使いました。
B201681,pancake,I love to eat pancake for breakfast.,朝食にパンケーキを食べるのが大好きです。
B201682,pandemic,"In the wake of the pandemic recession, many small businesses faced a pandemic of closures.",パンデミックによる不況の後、多くの中小企業が閉鎖のパンデミックに直面した。
B201683,panel,The panel on the wall is made of wood.,壁のパネルは木製です。
B201684,panic,"Don't panic, everything will be fine.",心配しないで、すべてうまくいくよ。
B201685,papaya,I love eating papaya.,私はパパイヤを食べるのが大好きです。
B201686,paperless,Many offices are now becoming paperless ones because of the technology revolution.,今日では技術革命によりペーパーレスオフィスになったところが多い。
B201687,paperwork,I need to finish my paperwork before the deadline.,締め切り前に書類を仕上げる必要があります。
B201688,parade,The parade marched through the streets of the city.,パレードは市の通りを行進した。
B201689,paradox,"It's a paradox that the more choices we have, the harder it is to make a decision.",選択肢が多ければ多いほど、決断するのが難しいというのは逆説だ。
B201690,paralysis,He suffered from paralysis after the accident.,彼は事故後、麻痺に苦しんだ。
B201691,paramedic,The paramedic quickly arrived at the scene and provided emergency medical care.,救急医療士は迅速に現場に到着し、緊急医療を提供しました。
B201692,paratrooper,The paratrooper jumped out of the plane and descended gracefully with his parachute.,パラトルーパーは飛行機から飛び降り、落下傘で優雅に降下した。
B201693,parliament,The parliament passed a new law.,議会は新しい法律を可決した。
B201694,part,They parted with a firm handshake.,彼らは固い握手を交わして別れた。
B201695,participation,Her participation in the project was crucial for its success.,彼女のプロジェクトへの参加は成功に不可欠でした。
B201696,particle,The particle is very small.,その粒子はとても小さいです。
B201697,particular,I don't have any particular preference.,特に好みはありません。
B201698,partisan,She is a passionate partisan of the Democratic Party.,彼女は民主党の熱烈な支持者です。
B201699,partnership,The two companies formed a partnership to expand their market reach.,2つの会社は市場拡大のために提携を結んだ。
B201700,passionate,She is a passionate dancer.,彼女は情熱的なダンサーです。
B201701,passionately,Miki fell passionately in love with someone she just met.,美咲は新しく出会った人と熱烈な恋をしました。
B201702,pastor,The pastor takes care of the church members.,牧師は教会員を世話します。
B201703,pastoral,The pastoral landscape was filled with grazing sheep.,羊飼いの風景は放牧されている羊でいっぱいでした。
B201704,patch,I found a patch of chickweed growing in my garden.,私の庭でハコベの群生地を見つけました。
B201705,patiently,She patiently waited for her turn.,彼女は忍耐強く自分の番を待った。
B201706,patriot,He is a true patriot who loves his country.,彼は自国を愛する真の愛国者だ。
B201707,patriotic,He is a patriotic citizen who loves his country.,彼は愛国心のある市民で、自国を愛しています。
B201708,patriotism,He showed great patriotism by serving in the military.,彼は軍に仕えることで大きな愛国心を示しました。
B201709,patron,The artist's work would not have been possible without the support of a generous patron.,寛大な後援者の支援がなければ、この芸術家の作品は実現しなかったでしょう。
B201710,pave,The construction crew will pave the road with asphalt.,建設班はアスファルトで道路を舗装する予定です。
B201711,pavement,The pavement was smooth and well-maintained.,舗装道路は滑らかで手入れが行き届いていました。
B201712,paw,The cat stretched out its paw to play with the toy.,猫はおもちゃで遊ぶために足を伸ばしました。
B201713,pawnbroker,I went to the pawnbroker to sell my old jewelry.,私は質屋に行って古い宝石を売りました。
B201714,pawnshop,I went to the pawnshop to sell my old jewelry.,私は古い宝石を売るために質屋に行きました。
B201715,payment,I made the payment for my order.,私は注文の支払いをしました。
B201716,peacefully,They lived peacefully in the small village.,彼らは小さな村で平和に暮らしていた。
B201717,peach,I love eating juicy peaches in the summer.,夏にジューシーな桃を食べるのが大好きです。
B201718,peak,The hikers reached the peak of the mountain after a long and challenging climb.,ハイカーたちは、長くて困難な登山の後、山の頂上に到達しました。
B201719,pearl,She wore a beautiful pearl necklace.,彼女は美しい真珠のネックレスを身に着けていた。
B201720,pebble,I picked up a smooth pebble on the beach.,私は浜辺で滑らかな小石を拾いました。
B201721,pedal,I pressed down on the pedal to accelerate the car.,私は車を加速させるためにペダルを踏みました。
B201722,pedantic,He is often criticized for being too pedantic.,彼は学者ぶりすぎることでよく批判される。
B201723,pedestrian,The pedestrian crossed the street at the crosswalk.,歩行者は横断歩道を渡りました。
B201724,pee,I really need to pee.,本当にトイレに行きたい。
B201725,peel,He slipped on a banana peel and took a pratfall.,彼はバナナの皮で滑ってしりもちをついた。
B201726,peel,She carefully peeled the apple with a knife.,彼女は包丁で丁寧にリンゴの皮をむいた。
B201727,peep,I heard a peep coming from the nest.,巣からピーピーという鳴き声が聞こえました。
B201728,peer,I often seek advice from my peers when I have a problem.,私は問題がある時に、同僚からアドバイスを求めることがよくあります。
B201729,peg,I hung my coat on the peg.,私はコートをピンにかけました。
B201730,penalize,The referee decided to penalize the player for his rough tackle.,レフェリーは、過激なタックルをした選手に罰則を科すことを決定しました。
B201731,penalty,The referee awarded a penalty to the opposing team.,審判は相手チームにペナルティを与えた。
B201732,penetrate,The arrow was able to penetrate the target.,矢は的に貫通することができました。
B201733,penguin,The penguin waddled across the icy terrain.,ペンギンが氷の地形をよちよちと歩いた。
B201734,penicillin,I am allergic to penicillin.,私はペニシリンにアレルギーがあります。
B201735,pension,I have been contributing to my pension for over 20 years.,私は20年以上、年金に貢献しています。
B201736,pentagon,The pentagon has five sides.,五角形は5つの辺を持っています。
B201737,perceive,I perceive a sense of calmness when I'm in nature.,自然にいると落ち着きを感じます。
B201738,percentage,The percentage of students who passed the exam is 80%.,試験に合格した学生の割合は80％です。
B201739,perception,Her keen perception of people's emotions made her an excellent counselor.,人々の感情に対する彼女の鋭い洞察力により、彼女は優れたカウンセラーとなった。
B201740,permanence,Permanence is the key to success.,永久不変牲は成功の鍵です。
B201741,permeate,The smell of fresh bread permeates the entire house.,焼きたてのパンの香りが家中に充満している。
B201742,perseverance,Perseverance is the key to success.,がんばりが成功の鍵です。
B201743,persist,She persisted in her efforts to learn the piano.,彼女はピアノを学ぶ努力を続けました。
B201744,persistence,She showed great persistence in completing the project.,彼女はプロジェクトを完遂するために大いなる忍耐力を示した。
B201745,persistent,She was persistent in pursuing her dreams.,彼女は夢を追い求めることにあくまでもやり抜いた。
B201746,personification,"The wind whispered secrets to the trees, personifying nature's voice.",風は木々に秘密をささやき、自然の声を擬人化している。
B201747,personify,"Literally, the Sun tarot card personifies positivity and success.",文字通り、太陽のタロットカードは、積極性と成功を擬人化したものです。
B201748,personnel,The personnel of the company are highly skilled and dedicated.,会社の全職員は高い技術と献身を持っています。
B201749,perspective,"From my perspective, the situation seems quite different.",私の視点からすると、状況はかなり異なって見えます。
B201750,perspiration,I wiped the perspiration off my forehead after a long run.,長いランニングの後、汗を額から拭いた。
B201751,persuasion,He used his powers of persuasion to convince them to change their minds.,彼は説得力を持って彼らを説得して考えを変えさせた。
B201752,pessimist,She is a pessimist and always expects the worst.,彼女は悲観論者で、いつも最悪のことを予想しています。
B201753,pessimistic,She has a pessimistic view of the future.,彼女は将来に対して悲観的な見方を持っています。
B201754,petrified,"The first time I experienced an earthquake, I was petrified.",初めて地震を経験した時は、びっくり仰天しました。
B201755,petty,He was upset about such a petty issue.,彼はそのようなささいな問題について腹を立てていた。
B201756,pH,The pH of the solution is 7.,溶液のpHは7です。
B201757,pharmacist,The pharmacist filled the prescription for the patient.,薬剤師は患者の処方箋を調剤しました。
B201758,phase,This project is in the final phase.,このプロジェクトは最終段階にあります。
B201759,philosophical,She has a philosophical approach to life.,彼女は人生に対して哲学的なアプローチを持っています。
B201760,photograph,I love to photograph beautiful landscapes.,私は美しい風景を撮影するのが大好きです。
B201761,physician,The physician examined the patient thoroughly.,医者は患者を徹底的に診察しました。
B201762,pi,The value of pi is a constant.,円周率の値は不変です。
B201763,pickle,I love eating pickles with my sandwich.,私はサンドイッチと一緒にピクルスを食べるのが大好きです。
B201764,picky,She is very picky about her food.,彼女は食べ物にとてもこだわりがあります。
B201765,picture,She pictured to herself imagined city life.,彼女は都会の生活を心に描いた。
B201766,picturesque,The small town is known for its picturesque scenery.,その小さな町は絵のように美しい景色で知られています。
B201767,pillowcase,I need to buy a new pillowcase for my pillow.,私はまくらのために新しいまくらカバーを買う必要があります。
B201768,pin,She used a pin to secure the fabric in place.,彼女は布を固定するためにピンを使いました。
B201769,pine,I love the smell of pine trees.,私は松の香りが好きです。
B201770,pint,I ordered a pint of beer at the bar.,私はバーで1パイントのビールを注文した。
B201771,piracy,Piracy is a serious crime that involves the unauthorized use or reproduction of someone else's work.,海賊行為は、他人の作品の無断使用や複製を含む重大な犯罪です。
B201772,pirate,The pirate sailed the seas in his mighty pirate ship.,海賊は強力な海賊船で海を航海した。
B201773,pitch,He threw a pitch that was impossible to hit.,彼は打てないような球を投げた。
B201774,pitch,The farmer pitched the hay onto the wagon.,農夫は荷馬車の上へ干し草を放り上げた。
B201775,plague,"The plague swept through the city, causing widespread panic.",ペストが市内に広がり、広範なパニックを引き起こしました。
B201776,planning,The actualisation of our plans requires careful planning and execution.,私たちの計画の実現化には注意深い計画と実行が必要です。
B201777,playmate,I used to have a playmate when I was a child.,子供の頃、遊び友達がいました。
B201778,playwright,She is a talented playwright.,彼女は才能ある劇作家です。
B201779,plead,He pleaded with the judge for leniency.,彼は寛大さを求めて裁判官に嘆願した。
B201780,plot,The plot of the movie was full of twists and turns.,その映画のストーリーは紆余曲折に満ちていた。
B201781,pluck,She plucked a beautiful flower from the garden.,彼女は庭から美しい花を摘んだ。
B201782,plug,I plugged the charger into the socket.,私は充電器をコンセントに差し込みました。
B201783,plum,I picked a ripe plum from the tree.,私は木から熟した西洋スモモを摘みました。
B201784,plumber,I need to call a plumber to fix my leaky faucet.,私は水漏れする蛇口を修理するために配管工を呼ばなければなりません。
B201785,plus,Your teaching experience will be a plus in this job.,この仕事では、教師としての経験がプラスになります。
B201786,pneumonia,He was diagnosed with pneumonia and was admitted to the hospital.,彼は肺炎と診断され、入院しました。
B201787,point of view,"From my point of view, the movie was amazing.",私の見地からすると、その映画は素晴らしかった。
B201788,pointless,The meeting was pointless.,会議は無意味だった。
B201789,poison,He is alleged to have poisoned his wife.,彼は妻を毒殺したと言われている。
B201790,polar bear,The polar bear is a large bear species native to the Arctic.,北極グマは北極に生息する大型のクマの種です。
B201791,polio,Polio is a highly contagious viral infection that can cause paralysis.,小児麻痺は、麻痺を引き起こすことがある非常に感染力の高いウイルス感染症です。
B201792,polish,I used French polish to finish the furniture.,家具の仕上げにフランスニスを使いました。
B201793,politeness,This is because of the difference between Japanese politeness and American politeness.,これは日本の礼儀正しさとアメリカの礼儀正しさとの間の違いによるものです。
B201794,politically,She is politically active and often participates in protests.,彼女は政治的に活動的で、しばしば抗議活動に参加しています。
B201795,polity,The polity of this country is a constitutional monarchy.,この国の政治形態は立憲君主制です。
B201796,polo,"Football originally meant ""a game played with a ball on foot"" - unlike a game played on horseback, such as polo.",元来フットボールとは、ポロのように馬に乗って行われる競技とは違って、足で、ボールを使って行われる競技のことでした。
B201797,ponder,I like to ponder the meaning of life.,私は人生の意味をじっくり考えるのが好きです。
B201798,pop,The balloon popped when I sat on it.,私が座った時に風船がポンとはじけた。
B201799,popularity,The new movie is gaining popularity among audiences.,新しい映画は観客の間で人気を集めています。
B201800,popularize,The goal of this campaign is to popularize healthy eating habits among children.,このキャンペーンの目的は、子供たちに健康的な食生活を普及させることである。
B201801,porch,I sat on the porch and enjoyed the view.,私はポーチに座って景色を楽しんだ。
B201802,portion,"I would like a smaller portion, please.",少なめの量でお願いします。
B201803,pose,She struck a pose for the camera.,彼女はカメラに向かってポーズをとった。
B201804,posh,She always dresses in posh clothes.,彼女はいつも派手な服を着ています。
B201805,possessed,She felt like she was possessed by an evil spirit.,彼女は悪霊にとりつかれたような気がした。
B201806,postal,I need to go to the postal office to send this package.,この荷物を送るために郵便局に行かなければなりません。
B201807,postpone,I need to postpone our meeting until next week.,私は私たちの会議を来週まで延期する必要があります。
B201808,potent,He is a potent leader in the political arena.,彼は政治の世界で有力なリーダーです。
B201809,potential,He is a potential leader.,彼は将来指導者になる可能性がある。
B201810,potentially,He is potentially the best candidate for the job.,彼は最高の候補者である可能性がある。
B201811,pound,He pounds the table in frustration.,彼はイライラしてテーブルを強く打つ。
B201812,powder,The baker generously powdered the cinnamon buns with sugar.,パン屋はシナモンのパンにたっぷりと砂糖をまぶした。
B201813,powerfully,She sang powerfully and captivated the audience.,彼女は力強く歌い、観客を魅了しました。
B201814,practicality,The new car design prioritizes practicality over style.,新しい車のデザインはスタイルよりも実用性を重視しています。
B201815,practically,"Practically speaking, I don't think it will work.",実質的には、それはうまくいかないと思います。
B201816,praise,Everyone praises the boy.,誰もが皆、その少年をほめる。
B201817,prance,The horse began to prance along the field.,馬は畑を跳びながら進み始めた。
B201818,prawn,I love eating prawns.,私はテナガエビを食べるのが大好きです。
B201819,precede,I always precede my sister in line.,私はいつも姉の前に並びます。
B201820,precisely,He precisely followed the instructions.,彼は正確に指示に従った。
B201821,predicament,He is in a predicament.,彼は窮地に陥っている。
B201822,predicate,The predicate of the sentence contains the verb and provides information about the subject.,文の述部には動詞が含まれ、主語に関する情報を提供します。
B201823,predicative,"In linguistics, a predicative expression is one that provides information about the subject or object of a sentence.",言語学では、叙述的な表現とは、文の主語や目的語についての情報を提供するものを指します。
B201824,predictable,The outcome of the experiment was predictable.,実験の結果は予測可能でした。
B201825,predictive,The predictive model was highly accurate in forecasting the weather.,予測モデルは天気予報に非常に正確でした。
B201826,predictor,The predictor accurately forecasted the outcome of the match.,予測者は試合の結果を正確に予測しました。
