id,word,example_en,example_ja
A100797,rabbit,The rabbit hopped through the garden.,ウサギが庭を跳ね回った。
A100798,radio,I bought a radio for my bedroom.,私は自分の部屋用にラジオを買った。
A100799,rain,The rain poured down all day.,その日は一日中雨が降り続いた。
A100800,rain,I hope it doesn't rain tomorrow.,明日雨が降らないことを願います。
A100801,rainy,"The sky was a gloomy, rainy day.",空は陰気な、雨の日でした。
A100802,rat,The rat scurried across the floor.,そのネズミは床を駆け抜けた。
A100803,'re,You're the best friend I've ever had.,あなたは私が今まで出会った中で最高の友達です。
A100804,read,I read a book yesterday.,昨日本を読んだ。
A100805,reader,The reader should be aware of the consequences before making a decision.,読者は決断する前にその結果について意識しておくべきである。
A100806,reading,I enjoy reading books.,本を読むのが好きです。
A100807,ready,The project is ready to be launched.,プロジェクトは実行準備が整いました。
A100808,real,He is living in the real world.,彼は現実の世界で生活している。
A100809,real,I can't believe it's already June! Time is passing real quickly.,もう6月かと思うと信じられない！時間がすごい速さで過ぎていく。
A100810,really,He really loves her.,彼は彼女を本当に愛している。
A100811,reason,I'm asking for a reason.,なぜかを尋ねています。
A100812,red,The sky was a deep red color.,空は深い赤色であった。
A100813,remember,I will always remember you.,あなたをいつも覚えています。
A100814,repeat,I will repeat the same question again.,同じ質問をもう一度繰り返します。
A100815,reporter,The reporter wrote an article about the scandal.,レポーターはスキャンダルの記事を書いた。
A100816,restaurant,We went to the restaurant for dinner.,私たちは夕食のためにレストランへ行きました。
A100817,result,The result of the experiment was surprising.,実験の結果は驚きだった。
A100818,review,I wrote a review of the new movie.,新しい映画のレビューを書きました。
A100819,ribbon,She tied a bright red ribbon around the gift box.,彼女はギフト箱に明るい赤いリボンを巻き付けた。
A100820,rice,I ate some rice for lunch.,昼食にごはんを食べた。
A100821,rich,He is a rich man.,彼は金持ちの男です。
A100822,ride,I took a ride on a roller coaster at the amusement park.,私は遊園地でジェットコースターに乗った。
A100823,ride,I love to ride my bike to work every day.,毎日自転車で仕事に乗って行くのが大好きです。
A100824,right,She is the right person for the job.,彼女はその仕事に最適な人材です。
A100825,right,She turned right at the corner.,彼女は角を右に曲がった。
A100826,ring,The church bells ringing in the distance.,教会の鐘の音が遠くから聞こえてきた。
A100827,river,The river was so beautiful that it captivated my heart.,その川はとても美しくて、私の心を惹きつけた。
A100828,role,She assumed a leadership role in the team.,彼女はチームでリーダーシップの役割を担いました。
A100829,room,I will go to the room.,私は部屋に行きます。
A100830,rose,I bought a rose for her.,彼女のためにバラを買った。
A100831,row,The children sat in a row.,子供たちは一列に並んで座った。
A100832,rude,He was very rude to his parents.,彼は両親にとても失礼な態度を取っていた。
A100833,rule,The school has a strict rule about attendance.,学校には出席に関する厳しいルールがある。
A100834,ruler,The ruler was made of brass.,その定規は真鍮で作られていました。
A100835,run,He went for a run after work.,彼は仕事後にランニングをしました。
A100836,run,I usually run in the morning for exercise.,私は通常、運動のために朝に走ります。
A100837,'s,She has a beautiful smile.,彼女は美しい笑顔を持っています。
A100838,sad,The girl was sad when her best friend moved away.,彼女の親友が引っ越してしまった時、女の子は悲しんでいた。
A100839,sailor,The sailor sailed across the sea.,水夫は海を渡りきった。
A100840,salad,I ate a salad for lunch.,昼食にサラダを食べた。
A100841,sale,The sale will start in two hours.,2時間後にセールが開始します。
A100842,same,We have the same car.,私たちは同じ車を持っています。
A100843,same,I feel the same way about it.,私も同じように感じています。
A100844,same,Are you wearing the same shirt as yesterday?,昨日と同じシャツを着ているの？
A100845,sandwich,I love to eat sandwich for lunch.,私は昼食にサンドイッチを食べるのが大好きです。
A100846,Saturday,I'm looking forward to Saturday.,土曜日が楽しみです。
A100847,save,I saved the document to my computer.,ドキュメントをコンピューターに保存しました。
A100848,saw,I saw a beautiful sunset yesterday.,昨日、美しい夕日を見ました。
A100849,say,She didn't say anything.,彼女は何も言わなかった。
A100850,school,I'm going to school.,私は学校に行きます。
A100851,science,Science is the study of the natural world.,科学とは自然界の研究である。
A100852,scientist,The scientist conducted extensive research on the subject.,科学者はそのテーマに関して広範な研究を行った。
A100853,sea,The sea is beautiful.,海は美しい。
A100854,seat,I had to take the last seat on the bus.,私はバスの一番後ろの席に座らなければならなかった。
A100855,second,This is my second car.,これは私の2台目の車です。
A100856,section,This book is divided into 10 sections.,この本は１０つのセクションに分かれている。
A100857,see,I saw the movie last night.,昨晩、私はその映画を見た。
A100858,self,I am true to myself.,自分自身に忠実である。
A100859,sell,I'm selling my car.,私は車を売っています。
A100860,sentence,The sentence is grammatically correct.,文法的に正しい文です。
A100861,September,The weather in September was warm and sunny.,9月の気候は暖かく晴れていた。
A100862,set,She set the table with dishes.,彼女は皿をテーブルに置いた。
A100863,seven,There are seven days in a week.,週には7日あります。
A100864,seventeen,I have seventeen books on my shelf.,私の本棚には17冊の本があります。
A100865,seventy,I have seventy dollars in my wallet.,私の財布には70ドルあります。
A100866,shake,"Feeling the house shake, I ran outside.",家が揺れるのを感じて、私は走って外へ飛び出した。
A100867,share,We shared the secret among us.,私たちの間でその秘密を共有した。
A100868,she,She is a beautiful girl,彼女は美しい少女です
A100869,sheep,The farmer has a lot of sheep.,農夫はたくさんの羊を持っている。
A100870,shelf,The books are neatly arranged on the shelf.,本がきちんと棚に並べられている。
A100871,ship,The ship sailed across the Pacific Ocean.,その船は太平洋を横断した。
A100872,shirt,I bought a new shirt yesterday.,昨日新しいシャツを買った。
A100873,shoe,I bought a new pair of shoes.,新しい靴を買った。
A100874,shop,I went to the shop to buy some food.,私は食料品を買うためにお店に行きました。
A100875,shopping,I love shopping.,私はショッピングが大好きです。
A100876,short,She is short and petite.,彼女は背が低く、小柄です。
A100877,short,He stopped short when he saw the car coming towards him.,彼は車が近づいてくるのを見て急に止まった。
A100878,should,You should study for the exam.,試験の勉強をすべきである。
A100879,shoulder,He put his hands on his shoulders to stretch.,彼は体を伸ばすために肩に手を置いた。
A100880,show,I showed him my house.,私は彼に私の家を見せた。
A100881,shower,I took a shower this morning.,朝、シャワーを浴びました。
A100882,shy,She is shy and doesn't like speaking in public.,彼女は恥ずかしがり屋で、公の場で話すのが苦手です。
A100883,sick,She looks sick and needs to see a doctor.,彼女は病気のようで、医者に診てもらう必要があります。
A100884,side,The side of the mountain was steep.,山の斜面は険しかった。
A100885,sight,My sight is getting worse and worse.,私の視力は徐々に悪くなっている。
A100886,sign,I saw a sign on the wall.,壁に看板があるのを見た。
A100887,sing,I sing a song every night before bed.,毎晩、私は寝る前に歌を歌います。
A100888,singer,The singer sang a beautiful song.,歌手は美しい歌を歌った。
A100889,sir,"Sir, I need your help.",サー、あなたの助けが必要です。
A100890,sister,My sister is very kind.,私の姉はとても優しい。
A100891,sit,I'm going to sit here for a while.,ここにしばらく座っています。
A100892,site,I visited the famous site yesterday.,昨日、その有名な場所を訪れた。
A100893,six,There are six apples on the table.,テーブルの上にはりんごが6つあります。
A100894,sixteen,She celebrated her sixteenth birthday with a big party.,彼女は大きなパーティーで16歳の誕生日を祝った。
A100895,sixty,There are sixty students in the class.,クラスには60人の生徒がいます。
A100896,size,The size of the room is very large.,部屋の大きさはとても大きいです。
A100897,skill,He showed his skill in playing the piano.,彼はピアノ演奏の腕前を披露した。
A100898,skirt,She wore a long black skirt.,彼女は長い黒いスカートを着ていた。
A100899,sky,The sky was beautiful and blue.,空は美しく青く見えた。
A100900,sleep,He slept well last night.,彼は昨夜よく眠った。
A100901,slow,The tortoise was slow but steady.,カメはゆっくりとしていたが着実だった。
A100902,small,The room was small.,部屋は小さかった。
A100903,smart,He is a smart boy.,彼は賢い少年です。
A100904,smell,A smell of lilies filled the room.,ユリの香りが部屋に満ちていた。
A100905,smile,He greeted me with a smile.,彼は笑顔で私に挨拶した。
A100906,smith,The smith is crafting a new sword.,鍛冶屋が新しい剣を作っている。
A100907,smoke,The sky was filled with a thick smoke from the fire.,空は火事による濃い煙で満たされていた。
A100908,smoking,Smoking is not allowed in this restaurant.,このレストランでは喫煙は禁止されています。
A100909,snake,I saw a snake in the park.,公園で蛇を見た。
A100910,snow,The snow was cold and crisp.,雪は冷たくてキリッとしていた。
A100911,snowy,The moon was shining in the snowy night.,月が雪夜に輝いていた。
A100912,so,"The store was closed, so we had to find another place to buy groceries.",店が閉まっていたので、別の場所で食料品を買う必要があった。
A100913,soccer,I like to play soccer.,私はサッカーをするのが好きです。
A100914,social,He is a very social person.,彼はとても社交的な人です。
A100915,sofa,I love to relax on the comfortable sofa in my living room.,私はリビングルームの快適なソファでくつろぐのが大好きです。
A100916,solve,He solved the puzzle in five minutes.,彼は５分でパズルを解きました。
A100917,some,I have some apples.,私はいくつかのりんごを持っています。
A100918,some,Some people like to eat spicy food.,いくらかの人々は辛い食べ物が好きです。
A100919,someone,Someone has to take responsibility for this.,これについては誰かが責任を取らなければならない。
A100920,something,"I don't know what it is, but I'll find out something.",それが何なのかは分かりませんが、何かはわかるでしょう。
A100921,son,My son is a student,私の息子は学生です。
A100922,song,The song he sang was beautiful.,彼が歌った歌はとても美しかった。
A100923,soon,I will finish it soon.,それはすぐに終わります。
A100924,sorry,He was sorry for his mistake.,彼は自分の過ちを後悔した。
A100925,soup,I would like to have a bowl of soup.,スープを一杯いただきたいです。
A100926,speak,He spoke to the audience.,彼は観衆に語りかけた。
A100927,special,He has a special ability.,彼には特別な能力がある。
A100928,speech,The Prime Minister gave a powerful speech.,首相は力強い演説を行ないました。
A100929,spell,I had a short spell in the hospital.,少しの間、入院していました。
A100930,spend,I spent all my money.,私は全てのお金を使い切った。
A100931,sport,I enjoy doing various kinds of sports.,私は様々なスポーツを楽しんでいます。
A100932,spot,The cat is sleeping at the spot behind the couch.,猫はソファーの後ろの場所で寝ています。
A100933,spring,The birds are singing in the spring.,春になると鳥たちが歌い始める。
A100934,spy,The spy was caught in the act of espionage.,そのスパイはスパイ活動中に捕まった。
A100935,stage,The play was performed on a large stage.,芝居は大きな舞台で上演された。
A100936,stand,I'm waiting at the bus stand.,バス停で待っています。
A100937,star,Patsy was the star of the show.,パッツィーがショーの主役だった。
A100938,start,The start of the race was delayed due to bad weather.,レースの開始が悪天候のため遅れました。
A100939,start,I'm going to start a new project next week.,来週新しいプロジェクトを始めるつもりです。
A100940,station,The train arrived at the station.,列車が駅に到着した。
A100941,stay,I will stay here for the night.,私は今夜ここに滞在する。
A100942,step,He stepped out of the room.,彼は部屋から出て行った。
A100943,still,The kids found it hard to stay still.,子どもたちはじっとしているのが難しいと感じました。
A100944,stone,The stone was hard and cold to the touch.,石は触れた時に硬くて冷たかった。
A100945,stop,I pressed the stop button and the train came to a halt.,私はストップボタンを押し、電車は停止しました。
A100946,stop,Please stop the car.,車を止めてください。
A100947,store,I need to go to the store to buy some groceries.,私は食料品を買うために店に行く必要があります。
A100948,story,I heard an interesting story from my grandmother.,私はおばあちゃんから面白い話を聞いた。
A100949,straight,He walked straight to the bus stop.,彼はまっすぐにバス停まで歩いた。
A100950,strange,That is a strange situation.,それは奇妙な状況です。
A100951,street,I'm walking down the street.,私は通りを歩いています。
A100952,strict,The teacher was strict with the students.,先生は生徒たちに厳しかった。
A100953,strong,He is a strong man.,彼は強い男だ。
A100954,student,The student studies English every day.,毎日英語を勉強する学生です。
A100955,study,I study English every day.,私は毎日英語を勉強しています。
A100956,subject,The subject of the lecture was the latest trends in technology.,講義のテーマは最新のテクノロジーについてでした。
A100957,subway,I took the subway to work.,私は仕事への地下鉄を乗りました。
A100958,successful,He was a successful entrepreneur.,彼は成功した起業家だった。
A100959,sugar,I love the sweet taste of sugar.,私は砂糖の甘い味が大好きです。
A100960,suggestion,I have a suggestion for you.,あなたに対して、私から提案をします。
A100961,sum,The sum of the two numbers is seven.,2つの数字の合計は7です。
A100962,summer,I'm looking forward to the summer.,夏が楽しみです。
A100963,sun,The sun is shining brightly today.,今日は太陽が明るく輝いています。
A100964,Sunday,I look forward to Sunday every week.,毎週日曜日を楽しみにしています。
A100965,sunny,The sunny day made everyone happy.,晴れた日が誰もが幸せな気持ちにさせた。
A100966,sunshine,The skies were full of sunshine.,空は太陽で輝いていた。
A100967,super,He is doing a super job.,彼は素晴らしい仕事をしている。
A100968,supermarket,I went to the supermarket to buy some food.,私は食べ物を買うためにスーパーマーケットに行きました。
A100969,sure,The sure way to success is to keep trying.,成功への確かな道は、努力を続けることです。
A100970,surf,I love to surf in the ocean.,私は海でサーフィンをするのが大好きです。
A100971,surprise,The end of the story was a surprise.,物語の結末が驚きだった。
A100972,survey,We conducted a survey to find out the needs of our customers.,私たちは顧客のニーズを探るために調査を実施した。
A100973,sweet,The sweet aroma of flowers filled the room.,花の香りが部屋を満たしていた。
A100974,swim,I love to go for a swim in the ocean.,私は海で泳ぐことが大好きです。
A100975,swim,I love to swim in the ocean.,私は海で泳ぐのが大好きです。
A100976,swimming,I love swimming in the summer.,夏に泳ぐのが大好きなんだ。
A100977,swimming pool,I went to the swimming pool last weekend.,先週末、私はプールに行った。
A100978,table,The table was made of wood.,テーブルは木でできていた。
A100979,take,I will take the bus to school.,学校へはバスに乗るつもりです。
A100980,talk,I love to talk about books.,私は本について話すのが好きです。
A100981,tall,He is a tall man,彼は背が高い男だ
A100982,taxi,I took a taxi to the airport.,私は空港へタクシーで行きました。
A100983,tea,I'd like to have a cup of tea.,私はお茶をいただきたいです。
A100984,teach,I teach English at a school.,私は学校で英語を教えています。
A100985,teacher,My teacher teaches me English.,私の先生が私に英語を教えてくれています。
A100986,team,I am a member of the basketball team.,私はバスケットボールチームのメンバーです。
A100987,technology,The use of technology is becoming increasingly important in our daily lives.,テクノロジーの使用が、私たちの日常生活でますます重要になっている。
A100988,telephone,I need to check the telephone number I wrote down yesterday.,昨日書いた電話番号を確認しないといけない。
A100989,television,I bought a new television yesterday.,昨日新しいテレビを買った。
A100990,tell,I will tell you the truth.,あなたに真実を話します。
A100991,temple,The temple was filled with people praying.,寺院は、祈りを捧げる人々で溢れていた。
A100992,ten,I have ten fingers.,私は10本の指を持っています。
A100993,tennis,I enjoy playing tennis.,私はテニスを楽しんでいます。
A100994,terrible,The weather was terrible yesterday.,昨日の天気は最悪だった。
A100995,test,I need to take a test.,テストを受けなくてはなりません。
A100996,than,She is taller than her sister.,彼女は妹よりも背が高い。
A100997,than,She is taller than her sister.,彼女は妹より背が高い。
A100998,thank,I thanked her for her help.,彼女の助けに感謝した。
A100999,thanks,I want to express my thanks to you.,あなたに感謝の気持ちを表したいと思います。
A101000,that,I understand that you are busy.,あなたが忙しいのはわかります。
A101001,that,I like that idea.,そのアイデアが好きです。
A101002,that,I'm not sure if I can do that.,それはできるかどうかあやふやです。
A101003,the,The game is over.,ゲームは終わりました。
A101004,theater,I love going to the theater to watch plays.,私は劇場に行って演劇を観るのが大好きです。
A101005,their,Their house is very big.,彼らの家はとても大きいです。
A101006,them,Let them come in.,彼らを入らせなさい。
A101007,then,I'll do my homework now and then I'll go out.,今宿題をやって、そして外出します。
A101008,there,We can find the answer if we look there.,そこを見れば答えが見つかる。
A101009,these,These books are mine.,これらの本は私のものです。
A101010,these,These are the rules we must follow.,これらは我々が守らなければならないルールです。
A101011,they,They are going to the movies tonight.,彼らは今夜映画に行く予定です。
A101012,thick,The thick book is difficult to carry.,厚い本は持ち運びが難しい。
A101013,thin,She is very thin.,彼女はとても細いです。
A101014,thing,I have a thing for you.,君に用があるんだ。
A101015,think,I think the answer is correct.,私は答えが正しいと思う。
A101016,thirteen,There are thirteen students in the classroom.,教室には13人の生徒がいます。
A101017,thirty,I have thirty books on my shelf.,私の本棚には30冊の本があります。
A101018,this,I like this book.,私はこの本が好きです。
A101019,this,I will do this [[by myself|by oneself]].,私はこれを自分でやるつもりだ。
A101020,those,Those books are mine.,あれらの本は私のものです。
A101021,those,Those are my books.,それらは私の本です。
A101022,three,I have three cats.,私は猫を3匹飼っています。
A101023,through,He walked through the forest.,彼は森を貫いて歩いた。
A101024,throw,He gave a throw of the dice.,彼はサイコロを投げた。
A101025,Thursday,I'm looking forward to Thursday.,木曜日が楽しみです。
A101026,ticket,I bought a ticket for the train.,私は電車の切符を買った。
A101027,tiger,The tiger is a powerful animal.,虎は力強い動物です。
A101028,tight,"The rope was tightened around the package, making it look very tight.",ロープがパッケージの周りをしっかり締められていて、非常にきつく見えた。
A101029,time,I don't have enough time to finish my homework.,宿題を終わらせるのに十分な時間がありません。
A101030,tired,I feel so tired after working for a whole day.,一日中働いた後、私はとても疲れている。
A101031,to,To read books is a great way to learn new things.,本を読むことは新しいことを学ぶ素晴らしい方法です。
A101032,to,I am going to the park.,私は公園に行きます。
A101033,today,I am meeting a friend for lunch today.,今日、昼食に友達と会います。
A101034,today,I have a lot of work to do today.,私は今日やるべき仕事がたくさんあります。
A101035,together,We worked together to finish the project.,プロジェクトを完成するために一緒に働きました。
A101036,toilet,I need to use the toilet.,トイレが使いたいんだ。
A101037,tomato,I bought a tomato at the store.,お店でトマトを買った。
A101038,tomorrow,I will meet you tomorrow.,明日、あなたに会います。
A101039,tomorrow,I will meet her tomorrow.,私は彼女に明日会います。
A101040,tonight,Will it snow tonight?,今夜は雪になるだろうか。
A101041,too,He worked too hard.,彼はあまりにもハードに働いた。
A101042,tool,I bought a new tool for my work.,私は仕事用に新しい道具を買った。
A101043,tooth,The dentist checked my tooth.,歯医者が私の歯を調べた。
A101044,top,They stood on the top of the hill.,彼らは丘の頂上に立った。
A101045,topic,We discussed a variety of topics yesterday.,昨日は様々なトピックを話し合いました。
A101046,touch,His touch was gentle and warm.,彼の触り方は優しく温かかった。
A101047,towel,Can you pass me the towel please?,お願いします、タオルを渡してください。
A101048,tower,The Eiffel Tower is one of the most recognizable structures in the world.,エッフェル塔は世界で最も有名な建造物の1つです。
A101049,town,I went to the town yesterday.,昨日町に行きました。
A101050,toy,My daughter loves to play with her new toy.,娘は新しいおもちゃで遊ぶのが大好きです。
A101051,train,I take a train to school every day.,毎日学校へは電車で行きます。
A101052,travel,I travel around the world every year.,毎年世界中を旅行しています。
A101053,tree,The tree was very tall.,その木はとても高かった。
A101054,trip,I'm planning a trip to the beach.,私はビーチへの旅行を計画しています。
A101055,trousers,I bought a new pair of trousers.,新しいズボンを買いました。
A101056,truck,The truck was loaded with supplies.,トラックには補給品が積まれていた。
A101057,true,This is a true story.,これはほんとうの話です。
A101058,try,I will give it a try.,私はそれをやってみよう。
A101059,T-shirt,I bought a new T-shirt yesterday.,昨日、新しいTシャツを買いました。
A101060,tube,The tube was too narrow for me to fit through.,チューブは狭すぎて私には通れませんでした。
A101061,Tuesday,I'm looking forward to Tuesday.,私は火曜日を楽しみにしています。
A101062,turkey,I ate a turkey for dinner last night.,昨晩は夕食に七面鳥を食べた。
A101063,turn,I watched the turn of the Ferris wheel.,私は観覧車の回転を見ました。
A101064,turn,Please turn off the lights before leaving.,出る前に、電気を消してください。
A101065,TV,I watched TV for two hours last night.,昨晩２時間テレビを見ました。
A101066,twelve,There are twelve students in the classroom.,教室には12人の生徒がいます。
A101067,twenty,There are twenty students in the classroom.,教室には20人の生徒がいます。
A101068,two,I have two cats.,私は猫を2匹飼っています。
A101069,type,There are many types of music.,音楽の種類はいろいろあります。
A101070,ugly,This is an ugly dress.,これは醜い服です。
A101071,umbrella,I took my umbrella with me to keep dry.,私は濡れないように傘を持っていきました。
A101072,uncle,My uncle is a doctor.,私のおじさんは医者です。
A101073,under,The cat is sleeping under the table.,猫はテーブルの下で寝ています。
A101074,underline,I used an underline to emphasize an important word in my essay.,私のエッセイで重要な単語を強調するためにアンダーラインを使った。
A101075,until,Wait until tomorrow morning.,明日の朝まで待ちなさい。
A101076,up,He climbed up the ladder to reach the top shelf.,彼はトップシェルフに到達するためにはしごを登った。
A101077,us,We are proud of us.,私たち自身を誇りに思っている。
A101078,use,I use a computer every day.,私は毎日パソコンを使っている。
A101079,usually,He usually wakes up at 6am.,彼は通常6時に起きます。
A101080,vacation,I'm planning to go on vacation to Hawaii.,ハワイへのバケーション旅行を計画しています。
A101081,vase,The vase was filled with beautiful flowers.,花瓶には美しい花がいっぱい入っていました。
A101082,vegetable,I love eating fresh vegetables.,新鮮な野菜を食べるのが大好きです。
A101083,very,He spoke very quietly.,彼はとても静かに話した。
A101084,video,I watched an interesting video last night.,昨晩面白い動画を見ました。
A101085,visit,I'm planning a visit to my hometown next month.,来月、故郷を訪れる予定です。
A101086,visit,I want to visit my friend tomorrow.,明日は友達に会いに行きたいです。
A101087,volleyball,I played volleyball with my friends today.,今日は友達とバレーボールをしました。
A101088,vote,We all have an equal right to vote.,私たちは皆、投票するという平等な権利を持っている。
A101089,wait,I will wait for you here.,私はここであなたを待ちます。
A101090,waiter,The diner had an efficient waiter.,ダイナーには効率的なウェイターがいた。
A101091,waitress,The waitress served us the drinks.,ウェイトレスが私たちにドリンクを提供してくれた。
A101092,wake,I woke up early in the morning.,朝早く目が覚めた。
A101093,walk,I enjoy taking a walk in the park every morning.,毎朝公園で散歩するのが楽しいです。
A101094,walk,I usually walk to work in the morning.,私は通常朝、仕事に歩いて行きます。
A101095,wall,The wall was painted white.,壁は白く塗られていた。
A101096,want,I want a new car.,私は新しい車が欲しい。
A101097,war,The war caused a lot of destruction.,戦争は多くの破壊をもたらしました。
A101098,warm,The warm sun was shining through the window.,太陽が窓を通して暖かく輝いていた。
A101099,was,I was happy to see her.,彼女に会えて嬉しかったです。
A101100,wash,I need to do the wash today.,今日は洗濯をする必要があります。
A101101,wash,I wash my clothes every week.,私は毎週洗濯物を洗います。
A101102,watch,I always wear a watch so I can keep track of the time.,いつも時計をしているので、時間を追えるようにしています。
A101103,watch,I love to watch movies on the weekends.,週末に映画を見るのが大好きです。
A101104,water,I drank a glass of water.,私はコップ一杯の水を飲みました。
A101105,way,We must find a way to succeed.,成功する方法を見つけなければなりません。
A101106,we,We are going to the park today.,今日は私たちは公園に行く予定だ。
A101107,wear,I wear my new clothes to the party.,パーティーには新しい服を着て行きました。
A101108,weather,The weather today is sunny.,今日の天気は晴れです。
A101109,Wednesday,I will have a meeting on Wednesday.,私は水曜日に会議を持つ予定です。
A101110,week,I'm looking forward to next week.,来週を楽しみにしています。
A101111,weekend,I'm looking forward to the weekend.,週末が楽しみです。
A101112,welcome,Welcome to our restaurant!,当店へようこそ！
A101113,welcome,Welcome to our home!,私たちの家へようこそ！
A101114,well,She is well and can go back to work.,彼女は元気で仕事に戻ることができます。
A101115,well,She speaks English well.,彼女は英語を上手に話す。
A101116,were,They were happy to see each other again.,彼らは再びお互いに会えて嬉しかった。
A101117,what,What is your favorite color?,あなたの好きな色は何ですか？
A101118,what,What is your favorite color?,あなたの好きな色は何ですか？
A101119,wheel,The wheel turns round and round.,車輪は回り続ける。
A101120,when,"When I wake up, I always drink a cup of coffee.",私が目を覚ますと、いつもコーヒーを一杯飲みます。
A101121,when,"When the sun sets, the sky turns red.",太陽が沈むと空が赤くなる。
A101122,where,Where did you go?,どこに行ったの？
A101123,where,I don't know where he went.,彼がどこに行ったかわからない。
A101124,which,Which book do you want to read?,どの本を読みたいですか？
A101125,which,Which book do you want to read?,どの本を読みたいですか？
A101126,white,The snow was white and sparkly.,雪は白くてキラキラしていた。
A101127,white,The wedding dress was pure white.,花嫁のドレスは真っ白でした。
A101128,who,Who will go to the party?,パーティに誰が行くのでしょうか？
A101129,whose,Whose book is this?,これは誰の本ですか？
A101130,whose,Whose report did you read?,あなたは誰の報告書を読んだのですか？
A101131,why,Why don't we have dinner together?,どうして一緒に夕食を食べないの？
A101132,wife,My wife is a great cook.,私の妻は素晴らしい料理人です。
A101133,will,I will go to the party tomorrow.,明日、私はパーティーに行くだろう。
A101134,win,He won the competition.,彼はコンペに勝った。
A101135,wind,The wind was blowing strongly.,風が強く吹いていた。
A101136,window,I opened the window to let some fresh air in.,私は新鮮な空気を入れるために窓を開けました。
A101137,winter,The winter has come and snow is falling.,冬がやってきて雪が降っている。
A101138,wish,I have a wish to travel around the world.,私は世界を旅するという願望があります。
A101139,with,I like to go for a walk with my dog.,私は犬と散歩するのが好きです。
A101140,woman,The woman was walking along the street.,女性が道路を歩いていた。
A101141,wonderful,It's a wonderful day.,今日はとても素晴らしい日です。
A101142,word,The word 'love' has a powerful meaning.,「愛」という言葉には強い意味がある。
A101143,work,I have a lot of work to do today.,今日はたくさんの仕事があります。
A101144,work,I work from Monday to Friday.,私は月曜日から金曜日まで働いています。
A101145,worker,The worker performed the task efficiently.,仕事人はタスクを効率的にこなした。
A101146,world,The world is full of different cultures.,世界はさまざまな文化で溢れている。
A101147,worry,I have a great deal of worry about my future.,将来について大きな不安を抱えている。
A101148,would,I would like to go to the beach tomorrow.,明日、ビーチに行きたいです。
A101149,write,I wrote a letter to my parents.,私は両親への手紙を書きました。
A101150,writer,J.K. Rowling is a famous writer.,J.K.ローリングは有名な作家です。
A101151,wrong,The solution is wrong.,その解答は間違っている。
A101152,yard,The kids are playing in the yard.,子供たちは庭で遊んでいます。
A101153,year,This year has been very difficult.,今年はとても苦しいものだった。
A101154,yellow,The sunflower is a beautiful yellow flower.,ひまわりは美しい黄色の花です。
A101155,yellow,The walls of the room were painted bright yellow.,部屋の壁は明るい黄色に塗られていた。
A101156,yes,"Yes, I can definitely help you with that.",はい、そのことなら間違いなくお手伝いできます。
A101157,yesterday,I saw her yesterday.,昨日彼女を見ました。
A101158,yet,I haven't decided yet.,まだ決めていません。
A101159,yogurt,I love eating yogurt for breakfast.,朝食にヨーグルトを食べるのが大好きです。
A101160,you,What do you think?,あなたは何を考えていますか？
A101161,young,He is a young man.,彼は若い男性です。
A101162,your,This is your book.,これはあなたの本です。
A101163,yours,This book is yours.,この本はあなたのものです。
A101164,yourself,Take care of yourself.,ご自分のことを大切にしてください。
A101165,zoo,I visited the zoo yesterday and saw many different animals.,昨日、私は動物園に行ってたくさんの異なる動物を見ました。
