id,word,example_en,example_ja
A200686,lane,I drove down a narrow lane to get to the cottage.,私はコテージに行くために狭い道を車で走りました。
A200687,last,This is the last chance.,これが最後のチャンスです。
A200688,last,He was the last but two to arrive.,彼は終わりから３番目に着いた。
A200689,latest,I just bought the latest smartphone.,最新のスマートフォンを買ったばかりだ。
A200690,latter,I prefer the latter half of the year.,私は年の後半を好みます。
A200691,latter,Of these it is the latter one that is important.,このうち大事なのは後者の方です。
A200692,law,He studied law at Harvard University.,彼はハーバード大学で法学を勉強しました。
A200693,lawyer,He hired a lawyer to help with his legal case.,彼は法的な問題を手伝ってもらうために弁護士を雇った。
A200694,laziness,His laziness prevented him from completing the project on time.,彼の怠惰さが彼をプロジェクトを時間通りに完成させることを妨げた。
A200695,lead,Exposure to lead-based paint can cause lead poisoning.,鉛含有塗料にさらされると、鉛中毒を引き起こすことがあります。
A200696,learner,She is a dedicated learner.,彼女は熱心な学習者です。
A200697,least,This is the least expensive item in the store.,これは店で最も安い商品です。
A200698,leather,She bought a new leather jacket.,彼女は新しい革のジャケットを買いました。
A200699,left,He turned left at the intersection.,彼は交差点で左に曲がりました。
A200700,left,He found his keys in the left pocket of his jacket.,彼はジャケットの左ポケットで彼の鍵を見つけました。
A200701,left-hand,He held the pen in his left hand.,彼はペンを左手で持っていた。
A200702,leisure,I enjoy leisure activities such as reading and hiking.,私は読書やハイキングなどのレジャー活動を楽しんでいます。
A200703,lemon,I added a slice of lemon to my water.,私は水にレモンのスライスを加えました。
A200704,lemonade,I love drinking lemonade on a hot summer day.,暑い夏の日にレモネードを飲むのが大好きです。
A200705,lend,Can you lend me a pencil?,鉛筆を貸してもらえますか？
A200706,less,"As time went on, people grew less and less concerned about the matter.",時間がたつにつれて、人々はそのことにだんだん関心がなくなってきた。
A200707,less,I prefer to drink skim milk because it has less fat.,脂肪が少ないので、私は脱脂乳を飲むことを好みます。
A200708,less,"Some had more, others less.",より多く持っている人もいれば、少ない人もいます。
A200709,level,The water rose to a level of 10 meters.,水は１０メートルまで到達した。
A200710,liberty,She fought for liberty and equality.,彼女は自由と平等のために戦った。
A200711,license,The restaurant is licensed to serve alcohol.,そのレストランは酒類の提供を許可されている。
A200712,lie,I lied to him and he lied to me in turn.,私が彼に嘘をつくと、今度は彼が私に嘘をついた。
A200713,lifestyle,Having a healthy lifestyle is important for overall well-being.,健康的な生き方は全体的な幸福感に重要です。
A200714,likely,She is likely to win the competition.,彼女は競技に勝つ可能性が高いです。
A200715,lip,She applied a coat of lipstick to her lips.,彼女はくちびるに口紅を塗った。
A200716,liter,I bought a liter of milk at the grocery store.,私はスーパーで1リットルの牛乳を買いました。
A200717,lively,The party was lively with music and dancing.,パーティーは音楽とダンスで生気にあふれていました。
A200718,load,I need help carrying this heavy load.,この重い荷物を運ぶのを手伝ってください。
A200719,local,I love exploring local markets when I travel.,旅行する時は、地元の市場を探検するのが大好きです。
A200720,lock,The lock is broken.,錠が壊れている。
A200721,logical,Logical reasoning is an important skill in the field of philosophy.,論理的な推論は哲学の分野で重要なスキルです。
A200722,long,I've long known that this day would come.,この日が来ることは、ずっと前からわかっていました。
A200723,loose,She's wearing a loose coat.,彼女はだぶだぶの上着を着ている。
A200724,lose,I don't want to lose the game.,私はゲームに負けたくない。
A200725,lost,I lost my keys yesterday.,昨日、私は鍵を失くしました。
A200726,lot,I've got lots of homework to do.,私はたくさんの宿題をやらなければなりません。
A200727,loudly,She spoke loudly to make sure everyone could hear her.,彼女はみんなが彼女の声を聞けるように大声で話した。
A200728,lover,She is my lover.,彼女は私の恋人です。
A200729,low,The temperature is low today.,今日は気温が低いです。
A200730,low,The airplane flew very low.,飛行機は大変低く飛んでいた。
A200731,luckily,"Luckily, I found my lost wallet.",運よく、私は失くした財布を見つけました。
A200732,lunchtime,I usually have a sandwich at lunchtime.,私は通常、昼食時間にサンドイッチを食べます。
A200733,lyric,The lyric beauty of the poem touched my heart deeply.,その詩の叙情的な美しさが私の心を深く打った。
A200734,mad,He was mad at me for forgetting his birthday.,彼は自分の誕生日を忘れたことに腹を立てていた。
A200735,magic,I perform a magic trick at the party.,私はパーティーで手品を披露します。
A200736,magic,There is no such thing as magic.,魔法なんて存在しない。
A200737,main course,We are having fish for our main course.,メインディッシュを魚にしました。
A200738,mainly,I mainly eat vegetables for dinner.,夕食は主に野菜を食べます。
A200739,major,The Seine is a major river in France.,セーヌ川はフランスの主要な川です。
A200740,maker,He is a talented maker.,彼は才能ある製作者です。
A200741,make-up,She never wears make-up.,彼女は決して化粧をしません。
A200742,male,Sixty percent of Japanese adult males drink alcoholic beverages on a regular basis.,日本人男性の六割は日常的にお酒を飲んでいます。
A200743,mall,I went to the mall to buy some new clothes.,私は新しい服を買うためにショッピングモールに行きました。
A200744,manage,I manage my time effectively.,私は時間を効果的に管理しています。
A200745,manager,The manager of the company is responsible for overseeing the operations and making important decisions.,会社の支配人は、業務の監督や重要な決定を行う責任があります。
A200746,manner,He has good manners.,彼はマナーが良い。
A200747,mark,Mark your calendar for the upcoming event.,今後のイベントのためにカレンダーに印をつけてください。
A200748,mark,The cattle are marked with brands.,それらの牛には焼き印がついている。
A200749,market,I went to the market to buy some fresh vegetables.,新鮮な野菜を買うために市場に行きました。
A200750,married,They got married last year.,彼らは去年結婚した。
A200751,marry,She wants to marry him.,彼女は彼と結婚したいと思っています。
A200752,marvelous,The view from the top of the mountain was absolutely marvelous.,山の頂上からの景色は本当に驚嘆すべきものだった。
A200753,material,The material used for this dress is silk.,このドレスに使用されている素材はシルクです。
A200754,matter,It doesn't matter.,どっちでも構いません。
A200755,max,The max capacity of this elevator is eight people.,このエレベーターの最大容量は8人です。
A200756,mean,She is a mean person.,彼女は意地悪な人だ。
A200757,meaning,The meaning of life is to be happy.,人生の目的は幸せになることです。
A200758,medal,He won a gold medal in the Olympics.,彼はオリンピックで金メダルを獲得しました。
A200759,medical,He is studying medical science at university.,彼は大学で医学を勉強しています。
A200760,melon,I bought a ripe melon from the grocery store.,私はスーパーで熟したメロンを買いました。
A200761,member,She is a valuable member of our team.,彼女は私たちのチームの貴重な一員です。
A200762,mention,He made no mention of her request.,彼は彼女の要求については一言も触れなかった。
A200763,menu,"Can I see the menu, please?",メニューを見せてもらえますか？
A200764,metal,I love listening to metal music.,私はメタル音楽を聴くのが好きです。
A200765,meter,The length of the swimming pool is 25 meters.,プールの長さは25メートルです。
A200766,method,I learned a new method for solving math problems.,私は数学の問題を解くための新しい方法を学びました。
A200767,midday,I always take a break at midday.,私はいつも正午に休憩を取ります。
A200768,middle,The library is in the middle of the city.,図書館は市の中央にある。
A200769,midnight,I stayed up until midnight last night.,昨夜は真夜中まで起きていました。
A200770,might,I might go to the party tonight.,今夜、パーティーに行くかもしれない。
A200771,military,The military conducted a training exercise.,軍隊は訓練演習を行った。
A200772,million,He earned a million dollars last year.,彼は去年100万ドルを稼いだ。
A200773,mind,I don't mind helping you with your homework.,宿題を手伝うのは構わないよ。
A200774,mineral water,I always drink mineral water to stay hydrated.,私は常に水分補給のために鉱泉を飲んでいます。
A200775,mirror,Look at yourself in the mirror.,鏡の中の自分を見てごらん。
A200776,missing,I realized that I was missing a key ingredient for the recipe.,レシピのための重要な材料がないことに気づきました。
A200777,mistake,I made a mistake on the test.,テストで誤りをしました。
A200778,mix,I like to mix different colors together when painting.,絵を描く時に、異なる色を混ぜ合わせるのが好きです。
A200779,mobile,I bought a new mobile phone.,私は新しい携帯電話を買った。
A200780,model,She is a successful model.,彼女は成功したモデルです。
A200781,modern,I love the modern design of this house.,私はこの家の現代的なデザインが好きです。
A200782,mood,I'm in a great mood today.,今日はとても気分がいいです。
A200783,mosque,I visited a beautiful mosque with towering minarets.,私は尖塔のそびえ立つ美しいモスクを訪れました。
A200784,most,It was a most beautiful flower.,それはとても美しい花だった。
A200785,most,He made the most of the chance.,彼はそのチャンスを最大限に生かした。
A200786,mostly,I mostly prefer to stay at home on weekends.,週末はたいてい家にいることを好む。
A200787,motorway,I drove on the motorway to get to the city.,私は都市に行くために高速道路を走りました。
A200788,move,I need to make a move.,移動しなければなりません。
A200789,MP3 player,I want an MP3 player!,ＭＰ３プレーヤーがほしい！
A200790,Ms.,Ms. Smith is a doctor.,スミスさんは医者です。
A200791,mug,I sipped my coffee from a ceramic mug.,私は陶器製のマグカップからコーヒーをすする。
A200792,murder,The detective solved the murder case.,探偵は殺人事件を解決した。
A200793,museum,I visited the museum yesterday and learned a lot about history.,昨日、私は博物館を訪れて、歴史についてたくさん学びました。
A200794,mushroom,I love to eat mushroom risotto.,私はキノコのリゾットを食べるのが大好きです。
A200795,musical,I love going to musicals.,私はミュージカルを見に行くのが大好きです。
A200796,myself,I can take care of it myself.,自分で対処できます。
A200797,mysterious,The old mansion had a mysterious atmosphere.,その古い屋敷は神秘的な雰囲気を持っていた。
A200798,mystery,The disappearance of the ancient artifact remains a mystery.,古代の遺物の消失は未解決のままです。
A200799,napkin,Can you please pass me a napkin?,ナプキンを取ってもらえますか？
A200800,nation,The United States is a nation founded on the principles of freedom and democracy.,アメリカ合衆国は自由と民主主義の原則に基づいて建国された国家です。
A200801,national,The national anthem is sung before every game.,試合前には国歌が歌われます。
A200802,native,She is a native of New York.,彼女はニューヨーク出身です。
A200803,natural,The natural beauty of the forest was breathtaking.,森の自然な美しさは息をのむほどだった。
A200804,nature,I love spending time in nature.,私は自然の中で過ごすことが大好きです。
A200805,nearly,I nearly missed the bus.,危うくバスに乗り遅れるところだった。
A200806,necessary,Water is necessary for survival.,生存には水が必要です。
A200807,need,I need a break.,休憩が必要です。
A200808,negative,The test results came back negative.,テストの結果は陰性でした。
A200809,nervous,She felt nervous before her big presentation.,彼女は大きなプレゼンテーションの前に緊張していました。
A200810,net,"Net profit for the period is estimated at 5 billion yen, largely unchanged from the previous one.",当期純利益は５０億円の見込みで、前期とほとんど変わりません。
A200811,next,They are deliberating what to do next.,彼らは次に何をすべきか熟考中である。
A200812,next,What are your plans for the next weekend?,次の週末の予定は何ですか？
A200813,next to,The bookstore is next to the coffee shop.,本屋はカフェの隣にあります。
A200814,no one,No one knows the answer.,だれもその答えを知りません。
A200815,nobody,Nobody likes to be alone.,だれも一人でいるのは好きではありません。
A200816,noisy,The party next door was so noisy that I couldn't concentrate on my work.,隣のパーティーがとてもやかましくて、仕事に集中できませんでした。
A200817,noon,I always take a walk at noon.,私はいつも正午に散歩をします。
A200818,normal,He has a normal heart rate.,彼の心拍数は正常です。
A200819,north,I live in the north of the city.,私は市の北に住んでいます。
A200820,north,The bus was heading north.,バスは北へ向かっていた。
A200821,north,There are colossal mountains in the north.,北部には巨大な山々がある。
A200822,notice,Stick a notice on the board.,掲示板に注意事項を貼ります。
A200823,noun,John is a proper noun.,ジョンは固有名詞です。
A200824,novel,She is reading a novel.,彼女は小説を読んでいます。
A200825,nowadays,"Nowadays, technology plays a crucial role in our daily lives.",今日では、テクノロジーが私たちの日常生活で重要な役割を果たしています。
A200826,oak,I sat under the shade of a majestic oak tree.,私は壮大なオークの木の陰に座った。
A200827,occupation,My father's occupation is a doctor.,私の父の職業は医者です。
A200828,off,He went off in a hurry.,彼は足早に立ち去った。
A200829,offer,This is a one-time offer.,これは一度きりのお試しの機会です。
A200830,offer,They offered assistance.,彼らは援助を申し出た。
A200831,official,He is an official in the government.,彼は政府の公務員です。
A200832,oil,I need to change the oil in my car.,私は車のオイルを交換する必要があります。
A200833,olive oil,I sauteed the vegetables in olive oil.,私はオリーブオイルで野菜を炒めました。
A200834,Olympic,The Olympic Games are held every four years.,オリンピックは4年に一度開催されます。
A200835,omelet,I love to eat omelet for breakfast.,朝食にオムレツを食べるのが大好きです。
A200836,on,She placed the book on the table.,彼女は本をテーブルの上に置きました。
A200837,one,I have two apples. One is red and the other is green.,私はりんごを2つ持っています。1つは赤く、もう1つは緑です。
A200838,onion,I love the taste of onion in my salad.,私はサラダに入ったタマネギの味が好きです。
A200839,online,I prefer to shop online rather than going to the store.,私は店に行くよりもオンラインで買い物する方が好きです。
A200840,online,This item is purchasable online.,この商品はオンラインで買えます。
A200841,operate,The machine is easy to operate.,その機械は操作が簡単です。
A200842,opinion,"In my opinion, the movie was fantastic.",私の意見では、その映画は素晴らしかったです。
A200843,opportunity,I believe this job will provide me with a great opportunity to grow professionally.,私はこの仕事が私にとって大きな成長の機会を提供してくれると信じています。
A200844,oppose,I oppose the new policy.,私は新しい政策に反対します。
A200845,opposite,The store is located on the opposite side of the street.,その店は道の向こう側に位置しています。
A200846,opposite,The flower shop is opposite the park.,花屋は公園の向かいにある。
A200847,order,He was ordered home.,彼は帰宅を命じられた。
A200848,organize,I need to organize my closet.,私はクローゼットを整理する必要があります。
A200849,organized,The event was well-organized and ran smoothly.,イベントは組織されており、スムーズに進行しました。
A200850,original,This is an original idea.,これはオリジナルのアイデアです。
A200851,orphan,She was adopted by a kind family after becoming an orphan.,彼女は孤児になった後、優しい家族に養子にされました。
A200852,other,Where are all the others?,他の人はどこにいるのですか。
A200853,ourselves,We should believe in ourselves and our abilities.,私たちは自分自身と自分の能力を信じるべきです。
A200854,out of,He ran out of the house.,彼は家から外へ走り出した。
A200855,outside,This subject is outside the scope of our inquiry.,この問題は我々の調査の範囲外である。
A200856,oven,I baked a cake in the oven.,私はオーブンでケーキを焼きました。
A200857,over,She jumped over the fence.,彼女はフェンスを飛び越えた。
A200858,overseas,Japanese cars sell well overseas.,日本車は海外でよく売れる。
A200859,overweight,She is overweight and needs to lose some weight.,彼女は超過重量であり、体重を減らす必要があります。
A200860,own,This essay is my own.,このエッセイは私自身が書いたものだ。
A200861,pacific,He had a pacific nature and avoided conflict.,彼は穏やかな性格で、対立を避けた。
A200862,pack,I need to pack my suitcase for the trip.,旅行のためにスーツケースに荷物を詰める必要があります。
A200863,pack in,I packed in my camping gear.,私はキャンプ用具を収納しました。
A200864,painter,The painter created a beautiful landscape.,画家は美しい風景を作りました。
A200865,pal,I went to the park with my pal.,私は友達と公園に行きました。
A200866,pan,I cooked soup in a pan.,私は鍋でスープを作りました。
A200867,panic,The crowd was in a panic.,群集はあわてふためいた。
A200868,park,I parked my car in the parking garage.,私は車を駐車場に停めました。
A200869,part,I need you to be a part of this project.,このプロジェクトの一部として参加してもらいたい。
A200870,partly,I partly agree with your opinion.,私はあなたの意見に一部同意します。
A200871,pass,The linebacker intercepted the pass and ran it back for a touchdown.,ラインバッカーがパスをインターセプトし、タッチダウンまで走り抜けた。
A200872,pass,I need to pass the exam to graduate.,卒業するために試験に合格する必要があります。
A200873,passage,I read a passage from the book.,私は本から一節を読みました。
A200874,passenger,The passenger boarded the plane.,乗客が飛行機に乗りました。
A200875,pasta,I love eating pasta for dinner.,夕食にパスタを食べるのが大好きです。
A200876,path,The hiker followed the path through the forest.,ハイカーは森の中の道を進んだ。
A200877,patient,The patient is in danger.,その患者は危篤状態だ。
A200878,PC,I bought a new PC yesterday.,私は昨日新しいPCを買いました。
A200879,pea,I love eating peas.,私はエンドウ豆を食べるのが大好きだ。
A200880,peaceful,The park is a peaceful place where people can relax and enjoy nature.,公園は人々がリラックスして自然を楽しむことができる平和な場所です。
A200881,pear,I love eating a juicy pear for dessert.,デザートにジューシーな西洋ナシを食べるのが大好きです。
A200882,pence,I have five pence in my pocket.,私のポケットには5ペンスあります。
A200883,pen friend,I have a pen friend from Japan.,私には日本からの文通相手がいます。
A200884,pepper,I like to sprinkle pepper on my pizza.,私はピザにこしょうをふりかけるのが好きです。
A200885,perfect,She has a perfect score on the test.,彼女はテストで満点を取った。
A200886,perfectly,She perfectly executed the dance routine.,彼女は完全にダンスのルーティンを実行しました。
A200887,perform,I perform a magic trick at the party.,私はパーティーで手品を披露します。
A200888,performance,The performance of the team was outstanding.,チームの遂行は素晴らしかった。
A200889,perfume,She sprayed some perfume on her wrist.,彼女は手首に香水をふりかけた。
A200890,perhaps,Perhaps it will rain tomorrow.,明日はひょっとしたら雨が降るかもしれません。
A200891,permission,May I have your permission to leave early today?,今日早退してもよろしいですか？
A200892,personality,She has a great personality.,彼女は素晴らしい性格を持っています。
A200893,petrol,I need to fill up my car with petrol.,私は車にガソリンを満タンにする必要があります。
A200894,gas station,I need to stop at the gas station to fill up my car.,車にガソリンを入れるためにガソリンスタンドに立ち寄る必要があります。
A200895,photograph,He took a photograph of the family.,彼は家族の写真を撮った。
A200896,photographer,The photographer captured the beautiful sunset.,写真家は美しい夕日を捉えました。
A200897,photography,Photography is a form of art that captures moments and tells stories.,写真術は瞬間を捉え物語を伝える芸術の一形態です。
A200898,physical,Regular exercise is important for maintaining good physical health.,定期的な運動は良い身体の健康を維持するために重要です。
A200899,physically,She is physically fit and can run a marathon.,彼女は体力があり、マラソンも走れる。
A200900,pile,I have a pile of books on my desk.,私の机の上に本の山があります。
A200901,pilgrim,The pilgrim traveled to the holy shrine.,巡礼者は聖なる神社へ旅行しました。
A200902,pill,I take a pill every morning.,私は毎朝丸薬を飲みます。
A200903,pilot,The pilot safely landed the plane.,パイロットは無事に飛行機を着陸させました。
A200904,pink,Pink and rose are similar colors.,ピンクとばら色は似た色だ。
A200905,pity,It's a pity that she couldn't attend the party.,彼女がパーティーに参加できなかったのは残念です。
A200906,planet,There are eight planets in our solar system.,私たちの太陽系には8つの惑星があります。
A200907,plant,The rabbit eats plants for food.,ウサギは食べ物として植物を食べます。
A200908,plastic,I grow tomatoes in plastic houses.,ビニールハウスでトマトを栽培しています。
A200909,plate,I placed the cake on a plate.,私はケーキを皿に置きました。
A200910,playful,The children were being playful in the park.,子供たちは公園で遊んでいた。
A200911,playground,The children are playing at the playground.,子供たちは遊び場で遊んでいます。
A200912,pleasant,The weather today is pleasant.,今日の天気は快適です。
A200913,pleased,I am pleased with the outcome of the project.,私はプロジェクトの結果に喜んでいます。
A200914,pleasing,The music at the party was pleasing to the ears.,パーティーの音楽は耳に心地よかった。
A200915,plenty,I like having plenty to do.,私はやることがたくさんある方が好きだ。
A200916,plural,The plural dishes served at the banquet impressed every guest.,その宴会で提供された複数の料理は、すべてのゲストを感動させました。
A200917,plus,I like to drink coffee with milk plus sugar.,私はミルクプラス砂糖を加えたコーヒーを飲むのが好きです。
A200918,point,The compass needle pointed to the cardinal point.,コンパスの針は、基準点を指しました。
A200919,police,The police are investigating the crime.,警察が犯罪を調査しています。
A200920,police officer,The police officer arrested the suspect.,警官は容疑者を逮捕しました。
A200921,police station,I need to go to the police station to report the incident.,私は事件を報告するために警察署に行かなければなりません。
A200922,policeman,The policeman arrested the thief.,警察官は泥棒を逮捕した。
A200923,policewoman,The policewoman patrolled the streets to ensure the safety of the neighborhood.,婦人警官は地域の安全を確保するために街を巡回した。
A200924,polite,He always speaks in a polite manner.,彼はいつも礼儀正しく話します。
A200925,political,The political situation in the country is unstable.,国内の政治情勢は不安定です。
A200926,pollute,Burning fossil fuels pollute the air.,化石燃料の燃焼は空気を汚染する。
A200927,popular,This restaurant is popular among locals.,このレストランは地元の人々に人気があります。
A200928,population,The population of the city has been steadily increasing over the years.,その都市の人口は年々着実に増加しています。
A200929,portrait,She sat still for hours while the artist painted her portrait.,彼女は芸術家が彼女の肖像画を描く間、何時間もじっと座っていました。
A200930,position,I am currently in a good position at work.,私は現在、仕事で良い位置にいます。
A200931,possible,It is possible to achieve your dreams if you work hard.,努力すれば夢を叶えることが可能です。
A200932,possibly,I will possibly go to the party tonight.,今夜、ひょっとしたらパーティーに行くかもしれません。
A200933,post,They posted guards at the entrance.,彼らは入口に警備員を配置した。
A200934,post office,I need to go to the post office to mail this package.,この荷物を送るために郵便局に行かなければなりません。
A200935,pour,She poured the milk into a glass.,彼女はミルクをグラスに注ぎました。
A200936,power,She has the power to change the world.,彼女は世界を変える力を持っています。
A200937,powerful,She has a powerful voice.,彼女は力強い声を持っています。
A200938,precise,He gave a precise answer to the question.,彼は質問に正確な答えをした。
A200939,predict,Scientists predict that there will be a major earthquake in this region within the next decade.,科学者たちは、この地域で次の10年以内に大地震が起こると予測しています。
A200940,prediction,The weather prediction for tomorrow is rain.,明日の天気予報は雨です。
A200941,prefer,I prefer tea over coffee.,コーヒーよりもお茶を好む。
A200942,prepare,I need to prepare for the exam tomorrow.,明日の試験のために準備しなければなりません。
A200943,pressure,I feel a lot of pressure to succeed in my career.,私は自分のキャリアで成功するために多くのプレッシャーを感じています。
A200944,pretend,I pretend to be happy even when I'm not.,私は嬉しそうに振る舞うふりをする、本当はそうではない時でも。
A200945,pretty,It's pretty good.,なかなかやるなあ。
A200946,prevent,Wearing a mask can help prevent the spread of germs.,マスクを着用することで、細菌の感染を防ぐことができます。
A200947,pride,She took great pride in her accomplishments.,彼女は自分の業績に大きな誇りを持っていた。
A200948,principal,The principal reason for his success is hard work.,彼の成功の第1の理由は努力です。
A200949,print,I need to print this document.,この文書を印刷する必要があります。
A200950,printer,I need to buy a new printer for my office.,オフィス用に新しいプリンターを買わなければなりません。
A200951,private,He has a private office at work.,彼は仕事場に個室がある。
A200952,pro,I am a professional in my field.,私は自分の分野でプロです。
A200953,probably,I will probably go to the party tonight.,たぶん、今夜パーティーに行くでしょう。
A200954,produce,The factory produces thousands of cars every day.,その工場は毎日何千台もの車を生産しています。
A200955,product,This new product is highly recommended.,この新製品は非常におすすめです。
A200956,production,The production of goods has increased significantly in the past year.,昨年度において、商品の生産は大幅に増加しました。
A200957,professional,He is a professional basketball player.,彼はプロのバスケットボール選手です。
A200958,progressive,The project is making progressive steps towards completion.,プロジェクトは完成に向けて前進しています。
A200959,promise,They will keep their promise.,彼らは約束を守るでしょう。
A200960,pronounce,Can you pronounce this word correctly?,この単語を正しく発音できますか？
A200961,pronunciation,I need to work on my pronunciation.,私は発音を練習する必要があります。
A200962,proper,It is proper to dress formally for a job interview.,仕事の面接では正装するのが適切です。
A200963,provide,Can you provide me with some information?,いくつかの情報を提供していただけますか？
A200964,psychologist,The psychologist conducted a series of experiments to study human behavior.,心理学者は人間の行動を研究するために一連の実験を行った。
A200965,public,The problem puzzled the public.,その問題は大衆を当惑させた。
A200966,publish,The author plans to publish a new book next month.,著者は来月新しい本を出版する予定です。
A200967,pull,He pulled the heavy suitcase up the stairs.,彼は重いスーツケースを引いて階段を上がった。
A200968,punctuation,Punctuation is important for clarity and understanding in writing.,句読点は文章の明確さと理解に重要です。
A200969,purple,She wore a purple dress to the party.,彼女はパーティーに紫のドレスを着ていた。
A200970,purpose,The purpose of this meeting is to discuss the new project.,この会議の目的は、新しいプロジェクトについて話し合うことです。
A200971,pursue,The detective pursued the suspect through the crowded streets.,探偵は混雑した通りを犯人を追いかけた。
A200972,quality,The quality of this product is excellent.,この製品の品質は優れています。
A200973,queen,The queen of England is a beloved figure.,イギリスの女王は愛されている存在です。
A200974,quick,He has a quick reflex.,彼は反射神経が速いです。
A200975,quietly,"She sat quietly in the corner, reading her book.",彼女は静かに角に座って、本を読んでいた。
A200976,quit,I decided to quit my job.,私は仕事をやめることを決めました。
A200977,quite,She is quite tall for her age.,彼女は年齢の割にかなり背が高い。
A200978,quiz,I need to study for the quiz tomorrow.,明日の小テストのために勉強しなければならない。
A200979,racket,He was making a lot of racket in the kitchen.,彼は台所で大騒ぎしていた。
A200980,raincoat,I always carry a raincoat with me when it's raining.,雨が降っている時はいつもレインコートを持っています。
A200981,raise,She asked her boss for a raise.,彼女は上司に昇給を求めた。
A200982,range,The price range for these shoes is $50 to $100.,これらの靴の価格の範囲は$50から$100です。
A200983,rap,He gave a rap on the door.,彼は戸をトントンとたたいた。
A200984,rate,The interest rate on the loan is very high.,ローンの利率は非常に高いです。
A200985,rather,I would rather stay home than go out tonight.,今夜は外出するよりも家にいたいです。
A200986,rating,The movie received a high rating from critics.,その映画は批評家から高い評価を受けました。
A200987,raw,I prefer to eat raw vegetables.,私は生野菜を食べるのが好きです。
A200988,ray,The sun's rays warmed my face.,太陽の光線が私の顔を温めた。
A200989,reach,I reached the top of the mountain.,私は山の頂上に到達しました。
A200990,realize,I realize that I forgot to bring my wallet.,財布を持ってくるのを忘れたことに気づきました。
A200991,receipt,I need a receipt for this purchase.,この購入には領収書が必要です。
A200992,receive,I receive a gift from my friend.,私は友達からプレゼントをもらいます。
A200993,recent,I haven't seen her in recent days.,最近彼女に会っていない。
A200994,recently,I recently met a lot of people.,最近、たくさんの人に会いました。
A200995,receptionist,The receptionist greeted the guests with a warm smile.,受付係は温かい笑顔でお客様を迎えました。
A200996,record,Record the broadcast on tape.,その放送をテープに録音(録画)してくれ。
A200997,recycle,I always recycle my plastic bottles.,私はいつもプラスチックボトルをリサイクルします。
A200998,red,She was dressed in red.,彼女は赤い服を着ていた。
A200999,refer,I will refer you to the customer service department for assistance.,援助のために、お客様サービス部門にご案内いたします。
A201000,reflect,The mirror can reflect light.,鏡は光を反射することができます。
A201001,refrigerator,I need to buy a new refrigerator for my kitchen.,私はキッチン用に新しい冷蔵庫を買う必要があります。
A201002,regret,I regret not studying harder for the exam.,試験のためにもっと一生懸命勉強しなかったことを後悔しています。
A201003,regular,I have a regular exercise routine.,私はいつもの運動習慣があります。
A201004,regularly,I regularly go to the gym to stay fit.,私は定期的にフィットネスジムに行って健康を保っています。
A201005,relax,I like to relax by reading a book.,本を読むことでリラックスするのが好きです。
A201006,relaxed,I feel relaxed with him.,彼といるとくつろいだ気分になります。
A201007,release,He obtained a release from his debt.,彼は借金を免除してもらった。
A201008,remain,Only a few minutes remain before the movie starts.,映画が始まるまであと数分しかありません。
A201009,remind,I need to remind my mom to buy groceries.,私は母に食料品を買うように思い出させる必要があります。
A201010,remote,The lighthouse was just a remote speck in the distance.,灯台は遠く離れた小さな点にしか見えませんでした。
A201011,rent,I need to pay my rent by the end of the month.,月末までに家賃を支払わなければならない。
A201012,rent,They rented an apartment.,彼らはアパートを借りた。
A201013,repair,I need to repair my car.,私は車を修理する必要があります。
A201014,repair,My car is being repaired.,私の自動車は修理中です。
A201015,replace,I need to replace the broken light bulb.,壊れた電球を取り替える必要があります。
A201016,reply,His reply was negative.,彼の返事は否定的だった。
A201017,report,I need to write a report for my boss.,上司に報告書を書かなければなりません。
A201018,represent,Symbols can represent complex ideas.,シンボルは複雑なアイデアを表すことができます。
A201019,request,He made a request to return to his home country.,彼は帰国を申し出た。
A201020,research,I am conducting a research on climate change.,私は気候変動についての研究を行っています。
A201021,response,I'm waiting for your response.,あなたの返事を待っています。
A201022,retire,He decided to retire from his job after working for 40 years.,彼は40年間働いた後、仕事を引退することを決めました。
A201023,retired,He retired last year after working for 30 years.,彼は30年間働いた後、去年引退しました。
A201024,return,People were delighted at the safe return of the astronauts.,宇宙飛行士たちが無事に戻ってきたので人々は喜んだ。
A201025,return,I will return home after work.,仕事の後、家に帰ります。
A201026,reunion,I am looking forward to our reunion next month.,来月の再会を楽しみにしています。
A201027,reveal,The detective will reveal the truth at the end of the movie.,探偵は映画の最後に真実を明らかにするでしょう。
A201028,rhythm,The music had a catchy rhythm that made everyone want to dance.,その音楽はキャッチーなリズムがあり、みんなが踊りたくなった。
A201029,right,You have the right to remain silent.,あなたには沈黙する権利があります。
A201030,right-hand,He writes with his right hand.,彼は右手で書きます。
A201031,ring,She wore a beautiful diamond ring on her finger.,彼女は指に美しいダイヤモンドの指輪をつけていました。
A201032,road,I live on a quiet road.,私は静かな道沿いに住んでいます。
A201033,roast,I love to roast vegetables in the oven.,私はオーブンで野菜を焼くのが大好きです。
A201034,rob,"The thief tried to rob the bank, but he was caught by the police.",泥棒は銀行を襲おうとしたが、警察に捕まった。
A201035,robbery,He was arrested for robbery.,彼は強盗で逮捕された。
A201036,robin,I saw a robin in the garden.,私は庭でロビンを見ました。
A201037,rock,I love listening to rock music.,私はロック音楽を聴くのが好きです。
A201038,roll,I used a whole roll of toilet paper to clean up the mess.,汚れを拭き取るのにトイレットペーパーを丸々一ロール使いました。
