id,word,example_en,example_ja
B101061,hope,He hopes he'll win and I hope so too.,彼は勝てると思っており、私もそう願っている。
B101062,hopeful,She looked at the bright future with hopeful eyes.,彼女は希望に満ちた目で明るい未来を見つめた。
B101063,hopefully,"Hopefully, the weather will be nice for our picnic.",願わくば、ピクニックのために天気が良いことを願っています。
B101064,hopeless,She felt hopeless after failing the exam.,彼女は試験に失敗して希望を失ったと感じた。
B101065,horizon,The sun sets below the horizon.,太陽は地平線の下に沈みます。
B101066,horn,The sound of the horn echoed through the valley.,角笛の音が谷間に響き渡った。
B101067,horrible,The horror movie was so horrible that I couldn't sleep at night.,そのホラー映画はとても恐ろしかったので、夜眠れませんでした。
B101068,horrify,The horror movie will horrify you.,そのホラー映画はあなたをぞっとさせるでしょう。
B101069,hostel,I stayed at a hostel during my backpacking trip.,私はバックパッキング旅行中にホステルに泊まりました。
B101070,household,How many people are there in this household?,この家族は何人家族ですか。
B101071,housework,I have a lot of housework to do today.,今日はたくさんの家事をしなければなりません。
B101072,huge,The elephant is huge.,象は巨大です。
B101073,human,Humans have the ability to think and reason.,人間は思考や推論の能力を持っています。
B101074,humanity,Kindness and compassion are important aspects of humanity.,親切さと思いやりは人間性の重要な側面です。
B101075,humid,The air in the room feels humid.,部屋の空気が湿気を感じる。
B101076,humor,She has a great sense of humor.,彼女はユーモアのセンスが素晴らしいです。
B101077,humorous,He always tells humorous jokes that make everyone laugh.,彼はいつもこっけいなジョークを言って、みんなを笑わせる。
B101078,hunger,I couldn't concentrate on my work because of hunger.,私は空腹のために仕事に集中できませんでした。
B101079,hunt,They had a good hunt.,彼らはいい狩りができた。
B101080,hunt,They hunted deer and foxes.,彼らは鹿や狐を狩った。
B101081,hurriedly,She hurriedly packed her bags and rushed to the airport.,彼女は急遽荷物を詰めて空港に急いだ。
B101082,hurt,She applied a bandage to my hurt finger.,彼女は私のけがした指に包帯をした。
B101083,hut,I built a small hut in the woods.,私は森の中に小さな小屋を建てました。
B101084,ice hockey,I enjoy playing ice hockey with my friends.,私は友達とアイスホッケーをするのが楽しいです。
B101085,ice skating,I love going ice skating with my friends on the weekends.,週末に友達とアイススケートに行くのが大好きです。
B101086,identity,He didn't reveal his identity.,彼は身元を明かさなかった。
B101087,identity card,I forgot to bring my identity card with me.,身分証明書を持ってくるのを忘れてしまった。
B101088,idiom,The teacher said that we must memorize these idioms.,先生はこれらのイディオムを暗記しろ、と言った。
B101089,idol,She is a popular idol in Japan.,彼女は日本で人気のアイドルです。
B101090,ignore,Please ignore the noise and focus on your work.,騒音を無視して仕事に集中してください。
B101091,illegally,He was arrested for illegally downloading movies.,彼は違法に映画をダウンロードしたために逮捕されました。
B101092,illness,She has been suffering from a serious illness for years.,彼女は数年間、重い病気に苦しんでいます。
B101093,illuminate,The streetlights illuminate the dark road.,街灯が暗い道を照らす。
B101094,imaginary,She has an imaginary friend.,彼女は想像上の友達を持っています。
B101095,imitate,She likes to imitate her favorite singer.,彼女は好きな歌手の真似をするのが好きだ。
B101096,immediate,I need your immediate response to this matter.,この件については早急な対応が必要です。
B101097,immediately,He responded immediately to my request.,彼は私のリクエストにただちに応じました。
B101098,immigrate,Many people choose to immigrate to Canada for better opportunities.,多くの人々がより良い機会を求めてカナダに移住することを選びます。
B101099,immigration,Immigration is a hot topic in the current political climate.,移民は現在の政治的な状況で注目されている話題です。
B101100,impair,The accident impaired his ability to walk.,事故によって彼の歩行能力が損なわれました。
B101101,impression,Her smile left a lasting impression on me.,彼女の笑顔が印象に残っている。
B101102,impressive,The fireworks display was truly impressive.,花火の打ち上げは本当に印象的でした。
B101103,improper,His behavior was improper for a formal event.,彼の行動は正式なイベントにふさわしくなかった。
B101104,improvement,Continuous improvement is essential for personal growth.,個人の成長には継続的な改善が不可欠です。
B101105,incident,There was a serious incident at the factory yesterday.,昨日、工場で重大な事件がありました。
B101106,including,"This salad is delicious, including fresh vegetables and tangy dressing.",このサラダは、新鮮な野菜と酸味のあるドレッシングが入っていて、美味しいです。
B101107,income,My income has increased significantly this year.,私の収入は今年大幅に増加しました。
B101108,inconvenient,The broken elevator made it inconvenient for us to reach the top floor.,壊れたエレベーターのせいで、私たちは最上階に行くのが不便でした。
B101109,incorrect,He gave me incorrect directions to the restaurant.,彼は私にレストランへの間違った道順を教えました。
B101110,increase,They asked for an increase of salary.,彼らは給料を上げることを要求した。
B101111,increasingly,She is becoming increasingly confident in her abilities.,彼女はますます自分の能力に自信を持ってきています。
B101112,incredible,The view from the top of the mountain was incredible.,山の頂上からの景色は信じられなかった。
B101113,incredibly,He ran incredibly fast.,彼は信じられないほど速く走った。
B101114,indefinite article,"In some languages, there are no indefinite articles.",一部の言語には不定冠詞がない。
B101115,independent,She is an independent woman who doesn't rely on others.,彼女は他に頼らない自立した女性です。
B101116,indirect,He took an indirect route to avoid traffic.,彼は交通渋滞を避けるために迂回路を取った。
B101117,indirectly,He indirectly hinted at his true intentions.,彼は間接的に彼の真の意図をほのめかした。
B101118,individual,This can't be done by individual effort.,これは個人の力で出来るものではない。
B101119,indoors,I prefer to stay indoors on rainy days.,雨の日は室内にいるのが好きです。
B101120,industrial,The industrial sector is experiencing rapid growth.,産業部門は急速な成長を遂げています。
B101121,industry,The automotive industry is a major contributor to the economy.,自動車産業は経済に大きく貢献しています。
B101122,inevitable,"Change is inevitable, growth is optional.",変化は避けられないが、成長は選択の余地がある。
B101123,infection,The infection spread rapidly throughout the community.,感染はコミュニティ全体に急速に広がった。
B101124,infinitive,The following verbs only take the to-infinitive as their object.,以下の動詞はto不定詞のみを目的語にする。
B101125,inform,I will inform him of the meeting.,私は彼に会議のことを知らせます。
B101126,informative,Reading books is an informative activity.,本を読むことは有益な活動です。
B101127,ingredient,Salt is an essential ingredient in cooking.,塩は料理に欠かせない成分です。
B101128,inhabitant,The plan met with opposition from the inhabitants.,その計画は住民の反対にあった。
B101129,inhale,I don't like to inhale someone's smoke while I'm working.,仕事している時に他人のたばこのけむりを吸うのはいやだ。
B101130,initial,The lovers engraved the oak tree with their initials.,恋人たちは自分たちの頭文字をかしの木に刻んだ。
B101131,initially,"Initially, I was hesitant to try new things.",当初、新しいことを試すのに躊躇していました。
B101132,inject,The nurse will inject the vaccine into your arm.,看護師があなたの腕にワクチンを注入します。
B101133,injury,He suffered a serious injury during the game.,彼は試合中に重傷を負った。
B101134,ink,I need to buy some ink for my printer.,プリンター用のインクを買わないといけない。
B101135,innermost,The innermost part of the forest is the most mysterious.,森の一番奥は一番神秘的です。
B101136,innocent,It is believed that he was innocent.,彼は無実だと信じられている。
B101137,innovator,She is an innovator in the field of technology.,彼女は技術の分野で革新者です。
B101138,inquiry,I have an inquiry about the new product.,新製品についての質問があります。
B101139,insane,He had an insane look in his eyes.,彼の目には狂気の光が宿っていた。
B101140,inscribe,I'm going to inscribe my name on the wall.,私は壁に自分の名前を刻むつもりです。
B101141,inscription,The inscription on the monument commemorates the fallen soldiers.,碑文には戦没者を追悼する言葉が刻まれています。
B101142,insight,She has a deep insight into human behavior.,彼女は人間の行動に深い洞察を持っている。
B101143,insist,She insisted on helping me.,彼女は私を助けようと強く主張した。
B101144,inspection,The inspection of the building revealed several safety violations.,建物の調査でいくつかの安全違反が明らかになりました。
B101145,inspire,Her story inspired me to pursue my dreams.,彼女の話を聞いて、私は夢を追い求めるようになった。
B101146,install,I need to install a new software on my computer.,私はコンピュータに新しいソフトウェアをインストールする必要があります。
B101147,instance,Can you give me an instance of how to use this software?,このソフトウェアの使い方の例を教えてもらえますか？
B101148,instead of,I decided to walk instead of taking the bus.,バスに乗る代わりに歩くことに決めました。
B101149,institute,He works at a research institute.,彼は研究所で働いています。
B101150,instruction,The teacher gave clear instructions to the students.,先生は生徒たちに明確な指示を与えました。
B101151,instructor,The instructor taught us how to swim.,教師は私たちに泳ぎ方を教えてくれました。
B101152,insurance,I need to renew my insurance policy.,私は保険契約を更新する必要があります。
B101153,intend,I intend to go to the gym tomorrow.,明日、ジムに行くつもりです。
B101154,intense,She had an intense desire to win the competition.,彼女は競争に勝つという強烈な欲望を持っていた。
B101155,intensive,She had an intensive workout at the gym.,彼女はジムで集中的にワークアウトをした。
B101156,intention,She had no intention of going to the party.,彼女はパーティーに行くつもりはなかった。
B101157,intentionally,He intentionally ignored her.,彼は故意に彼女を無視した。
B101158,interact,I love to interact with people from different cultures.,私は異なる文化の人々と交流するのが好きです。
B101159,interaction,There is a strong interaction between the two characters in the movie.,映画の中で、二人のキャラクターの間には強い相互作用があります。
B101160,interest,The teacher tried to interest the students in current events.,先生は学生に時事問題に興味を持たせようとした。
B101161,intermediate,She is at an intermediate level in French.,彼女のフランス語は中級レベルです。
B101162,intermission,"During the intermission, the audience went to get refreshments.",休憩時間に、観客は軽食を買いに行きました。
B101163,internal,The internal structure of the building is well-designed.,建物の内部構造はよく設計されています。
B101164,internationally,He is recognized internationally for his contributions to the field of science.,彼は科学の分野への貢献に対して国際的に認められています。
B101165,interrupt,"I'm sorry to interrupt, but can I ask a question?",申し訳ありませんが、お尋ねしてもよろしいですか？
B101166,interval,There was a long interval before he answered.,彼が答えるまでに長い間があった。
B101167,interview,The recruiter interviewed several candidates for the job.,採用担当者はその仕事のために数人の候補者を面接した。
B101168,interviewee,The interviewer discerned that the interviewee was nervous.,インタビュアーは、インタビューの相手が緊張していることに気付きました。
B101169,introduction,Let me give you a brief introduction of John to Mary.,メアリーに、私からジョンの簡単な紹介をさせてください。
B101170,invasion,The country prepared its defenses against the invasion.,国は侵入に備えて防御を準備しました。
B101171,invest,I want to invest in stocks.,私は株に投資したいです。
B101172,investigation,The police are conducting an investigation into the robbery.,警察は強盗事件について捜査を行っています。
B101173,invitation,I received an invitation to the party.,私はパーティーの招待状を受け取りました。
B101174,involuntarily,She involuntarily agreed to go on the roller coaster.,彼女はいやいやながらローラーコースターに乗ることに同意した。
B101175,involve,I involve myself in various activities.,私はさまざまな活動に関わっています。
B101176,involved,She is actively involved in political campaigns.,彼女は政治的なキャンペーンに積極的に関与しています。
B101177,iron,Iron is a strong and durable metal.,鉄は強くて丈夫な金属です。
B101178,iron,Please iron the shirt.,シャツにアイロンをかけてください。
B101179,ironing,I need to do some ironing before the party.,パーティーの前にアイロンかけをしなければならない。
B101180,irregular,He has an irregular work schedule.,彼は不規則な勤務時間を持っています。
B101181,irritate,The answer irritated me.,その返事は私をいらいらさせた。
B101182,isle,The isle was surrounded by crystal clear waters.,その島は透明な水に囲まれていました。
B101183,isolation,The COVID-19 pandemic has led to the isolation of many people.,COVID-19パンデミックは多くの人々の孤立を引き起こしました。
B101184,ivory,The illegal trade of ivory is a major concern for wildlife conservationists.,象牙の違法取引は野生生物保護活動家にとって重大な懸念事項です。
B101185,jade,She wore a beautiful jade necklace.,彼女は美しい玉のネックレスを身に着けていました。
B101186,jail,He was sentenced to five years in jail.,彼は刑務所に５年間の刑を宣告された。
B101187,jar,I found a jar of cookies in the kitchen.,私は台所でクッキーの入った瓶を見つけました。
B101188,jazz,She is interested in jazz.,彼女はジャズに興味がある。
B101189,jealous,They are jealous of us.,彼らは私たちに嫉妬している。
B101190,jewel,She wore a beautiful jewel necklace to the party.,彼女はパーティーに美しい宝石のネックレスを身に着けていました。
B101191,jog,She jogged lightly in the park.,彼女は公園で軽くジョギングしました。
B101192,jogging,I enjoy jogging in the park every morning.,毎朝公園でジョギングを楽しんでいます。
B101193,joint,I have a joint bank account with my spouse.,私は配偶者と共同の銀行口座を持っています。
B101194,joke,He is always joking.,彼はいつも冗談を言ってばかりいる。
B101195,journal,I write in my journal every night.,私は毎晩日記を書きます。
B101196,journalist,The journalist interviewed the politician for the news article.,ジャーナリストはニュース記事のために政治家にインタビューしました。
B101197,judge,The judge's decision is final.,審判の判定は絶対だ。
B101198,judgement,She used her judgement to make the right decision.,彼女は判断力を使って正しい決断をしました。
B101199,jug,The large ceramic jug on the kitchen counter was filled with fresh lemonade for the family gathering.,キッチンのカウンターに置かれた大きな陶器の水差しには、家族団らんのための新鮮なレモネードが注がれていた。
B101200,juicy,The watermelon was juicy and refreshing.,スイカはジューシーでさわやかでした。
B101201,jumper,He put on his jumper before going to work.,彼は仕事に行く前にジャンパーを着ました。
B101202,jungle,I explored the dense jungle in the Amazon rainforest.,私はアマゾンの熱帯雨林の密林を探検しました。
B101203,justice,Justice prevailed in the courtroom.,法廷で正義が勝利した。
B101204,kettle,I boiled water in the kettle.,私はやかんでお湯を沸かしました。
B101205,keyboard,I love playing the piano. The keyboard is my favorite part.,私はピアノを弾くのが大好きです。鍵盤は私のお気に入りの部分です。
B101206,kid,Don't kid yourself.,世間を甘くみるな！
B101207,killing,He made a killing in the stock market.,彼は株式市場でぼろ儲けをした。
B101208,kindly,She kindly offered to help me with my project.,彼女は親切にも私のプロジェクトを手伝ってくれると申し出てくれました。
B101209,kindness,She showed kindness to everyone she met.,彼女は出会う人々に親切を示しました。
B101210,kiss,She kissed her mother good night.,彼女はお母さんにおやすみのキスをした。
B101211,kitten,I adopted a cute kitten yesterday.,私は昨日、可愛い子猫を飼いました。
B101212,knit,She loves to knit sweaters for her family.,彼女は家族のためにセーターを編むのが大好きです。
B101213,knock,He knocked on the door.,彼はドアをノックした。
B101214,lab,I spent all day in the lab conducting experiments.,私は一日中実験室で実験を行いました。
B101215,laboratory,I spent the whole day working in the laboratory.,私は一日中実験室で働いていました。
B101216,ladder,He climbed up the ladder to reach the roof.,彼は屋根にたどり着くためにはしごを登った。
B101217,lamb,I had a delicious lamb chop for dinner.,夕食においしい子羊のチョップを食べました。
B101218,land,The ship approached the land after a long journey at sea.,船は長い航海の後、陸地に近づいた。
B101219,landlord,The landlord is responsible for maintaining the property.,家主は物件を維持する責任を負います。
B101220,largely,She is largely responsible for the success of the project.,彼女はそのプロジェクトの成功において大きな責任を担っている。
B101221,last,Tom arrived last.,トムは一番遅れて着きました。
B101222,last,"Despite the numerous challenges, she managed to last till the end of the journey.",数多くの困難にもかかわらず、彼女は旅の終わりまで持ちこたえることができました。
B101223,lasting,This new medicine has a lasting effect.,この新薬は効果が永続的である。
B101224,latecomer,He is always the latecomer to our meetings.,彼はいつも私たちの会議に遅れて来る人です。
B101225,lately,I haven't been feeling well lately.,最近、体調が良くないです。
B101226,laugh,He responded to her offer with a laugh.,彼は彼女の申し出に笑って答えた。
B101227,laughter,Her laughter filled the room.,彼女の笑いが部屋に満ちた。
B101228,launch,They are planning to launch a new product next month.,彼らは来月新製品を発売する予定です。
B101229,lawful,It is important to always follow lawful procedures.,常に合法的な手続きに従うことが重要です。
B101230,lay,She decided to lay down and take a nap.,彼女は横になって昼寝することに決めた。
B101231,layer,The outermost layer of the cake is decorated with frosting.,ケーキの最も外側の層はフロスティングで飾られています。
B101232,lead,That horse was the lead runner in a race.,その馬がそのレースを引っ張っていた。
B101233,lead,This road leads to the airport.,この道は空港に通じている。
B101234,leadership,He demonstrated strong leadership skills in guiding the team towards success.,彼はチームを成功に導くために強力なリーダーシップスキルを示しました。
B101235,leading,China is a leading exporter of arms.,中国は武器の有力輸出国だ。
B101236,league,She plays in the local soccer league.,彼女は地元のサッカーリーグでプレーしています。
B101237,lean,She has a lean figure.,彼女はスリムな体型です。
B101238,leap,A fish leaped out of the water.,魚が水面から飛び上がった。
B101239,least,He has the least amount of money among all his friends.,彼は友達の中で一番お金が少ない。
B101240,leave,I will be taking a leave of absence next week.,来週、私は休暇を取ります。
B101241,lecture,I attended a lecture on artificial intelligence.,私は人工知能についての講義に出席しました。
B101242,legal,It is important to consult a legal professional before signing any contracts.,契約書に署名する前に法律の専門家に相談することが重要です。
B101243,legally,"Legally, you are not allowed to drive without a valid license.",法律上、有効な免許証を持たずに運転することは許されていません。
B101244,length,The length of the river is 500 kilometers.,その川の長さは500キロメートルです。
B101245,lessen,I try to lessen my carbon footprint by using public transportation.,私は公共交通機関を利用することで自分の二酸化炭素排出量を少なくしようとしています。
B101246,lettuce,I love eating lettuce in my salads.,私はサラダにレタスを食べるのが大好きです。
B101247,level,The ground is level and easy to walk on.,地面は平らで歩きやすいです。
B101248,liar,He is a notorious liar.,彼は悪名高いうそつきだ。
B101249,liberate,The army was able to liberate the city from its oppressors.,軍は、都市をその圧制者から解放することができました。
B101250,liberation,The liberation of the country was a long and difficult process.,国の解放は長くて困難なプロセスでした。
B101251,librarian,The librarian helped me find a book.,司書は私が本を見つけるのを手伝ってくれました。
B101252,lie,She told a lie to her parents.,彼女は両親に嘘をついた。
B101253,lifeguard,The lifeguard kept a close watch on the swimmers at the beach.,海水浴場で、看視人は泳ぐ人々を注意深く見守った。
B101254,lifelong,He has been a lifelong fan of the team.,彼は生涯にわたってそのチームのファンです。
B101255,lift,I'll give you a lift.,車に乗せてあげよう。
B101256,lift,He used his strength to lift the heavy box.,彼は力を使って重い箱を持ち上げた。
B101257,light,I will light the candles on the cake.,私はケーキのろうそくを灯すつもりです。
B101258,lighter,I need a lighter to start the campfire.,キャンプファイヤーを始めるためにライターが必要です。
B101259,lightly,She lightly touched his shoulder.,彼女は軽く彼の肩に触れた。
B101260,lightning,The lightning struck the tree during the storm.,嵐の中でいなずまが木に落ちた。
B101261,like,"He acts like he knows everything, but he doesn't.",彼は何でも知っているかのように振る舞っていますが、そうではありません。
B101262,likeness,There is a strong likeness between the two sisters.,二人の姉妹の間には強い類似点があります。
B101263,limit,There is a limit to how much you can eat.,食べられる量には限りがある。
B101264,limit,The company is limiting the number of attendees for the event.,会社はイベントの参加者数を制限しています。
B101265,limitation,There is a limitation on the number of participants for the event.,イベントの参加者数に制限があります。
B101266,limited,The number of tickets available for the concert is limited.,コンサートのチケットの数は限られています。
B101267,limp,The German Shepherd was limping down the street.,ジャーマン・シェパードは足を引きずりながら通りを歩いていた。
B101268,link,There's a vital link between the two.,２つの間には重要なつながりがある。
B101269,link,The detective found external evidence that linked the suspect to the crime scene.,探偵は犯人と犯行現場を結びつける外的証拠を見つけた。
B101270,liquid,You should take liquid food.,流動食を取ってください。
B101271,liquid,I spilled the liquid on the floor.,私は床に液体をこぼしました。
B101272,literary,She has a deep appreciation for literary works.,彼女は文学作品に対して深い感謝の気持ちを持っています。
B101273,literature,She studied literature in college.,彼女は大学で文学を勉強しました。
B101274,little,There is little hope that they are alive.,彼らが生きているという望みはほとんどない。
B101275,little,I know little of the recent situation.,私は最近の状況をほとんど知らない。
B101276,live,I don't want to eat a live lobster.,私は生きたままのえびは食べたくない。
B101277,liver,She is a high-liver.,彼女はお酒をよく飲む人です
B101278,loaf,I bought a loaf of bread from the bakery.,私はパン屋から一塊のパンを買いました。
B101279,locate,Can you help me locate my keys?,私の鍵の場所を教えてもらえますか？
B101280,location,I need to find the location of the meeting.,私は会議の場所を見つける必要があります。
B101281,lock,I always lock the door before leaving the house.,私は家を出る前にいつもドアを施錠します。
B101282,lodge,I went to the porters lodge to ask for directions.,私は方向を尋ねるために守衛所に行きました。
B101283,log,He is sawing a log into boards.,彼は丸太をのこぎりでひいて板にしている。
B101284,logic,Logic is the study of reasoning and argumentation.,論理学は推論と論証の研究です。
B101285,logo,The company redesigned its logo to give it a more modern look.,会社はロゴを再デザインして、より現代的な印象にしました。
B101286,lorry,The lorry was carrying a heavy load.,その貨物自動車は重い荷物を運んでいました。
B101287,loss,I experienced a great loss when my grandmother passed away.,祖母が亡くなった時、私は大きな喪失感を経験しました。
B101288,lottery,I won the lottery and became a millionaire overnight.,私は宝くじに当たって一夜にして大富豪になりました。
B101289,loud,The music at the concert was so loud that my ears were ringing.,コンサートの音楽はとてもうるさかったので、耳鳴りがしました。
B101290,loud,Don't talk so loud.,そんな大声で話すな！
B101291,loudspeaker,The loudspeaker was used to amplify the sound.,拡声器は音を増幅するために使用されました。
B101292,lovingly,She lovingly caressed his face.,彼女は愛情を込めて彼の顔をなでた。
B101293,loyal,He is a loyal friend who always stands by your side.,彼はいつもあなたのそばに立ってくれる忠実な友人です。
B101294,loyalty,Loyalty is a virtue that should be cherished.,忠義は大切にすべき美徳です。
B101295,luggage,I need to pack my luggage for the trip.,旅行のために手荷物を詰める必要があります。
B101296,lung,He has a problem with his lung.,彼は肺の問題を抱えています。
B101297,luxury,She enjoyed the luxury of staying in a five-star hotel.,彼女は５つ星ホテルに泊まるというぜいたくを楽しんだ。
B101298,magical,She cast a magical spell on the book.,彼女はその本に魔法の呪文をかけた。
B101299,magician,The magician performed an amazing trick.,魔法使いは素晴らしいトリックを披露しました。
B101300,magnificent,The view from the top of the mountain was magnificent.,山の頂上からの景色は壮大だった。
B101301,mail,Remember to mail this letter.,この手紙を忘れずに投函しなさい。
B101302,mailbox,I found a letter in the mailbox.,私は郵便箱で手紙を見つけました。
B101303,main,The main purpose of this project is to improve efficiency.,このプロジェクトの主な目的は効率を改善することです。
B101304,maintain,It is important to maintain a healthy lifestyle.,健康な生活を維持することは重要です。
B101305,maintenance,Regular maintenance is essential to keep your car running smoothly.,定期的なメンテナンスは、車をスムーズに走らせるために必要です。
B101306,majority,The majority of the students voted in favor of the new school policy.,生徒の大多数が新しい学校の方針に賛成票を投じました。
B101307,male,He is a male student.,彼は男子学生です。
B101308,management,Effective management is crucial for the success of any organization.,効果的な管理は、どんな組織の成功にも重要です。
B101309,mankind,Mankind has made significant advancements in technology.,人類は技術の重要な進歩を遂げてきました。
B101310,maple,The maple leaves turned a beautiful shade of red in the autumn.,秋になるとカエデの葉が美しい赤色に変わります。
B101311,marble,The statue was made of marble.,その像は大理石で作られていました。
B101312,march,The march was a powerful display of unity.,その行進は団結の力強い表現だった。
B101313,march,They march in perfect rhythm.,彼らは完璧なリズムで行進する。
B101314,marine,The marine life in the Great Barrier Reef is incredibly diverse.,グレートバリアリーフの海洋生物は非常に多様です。
B101315,marked,The package was marked with a red sticker.,パッケージに赤いステッカーがついていました。
B101316,market,Christmas is a good time to market new toys.,クリスマスは新しいおもちゃをうりだすいい機会だ。
B101317,marriage,Marriage is a lifelong commitment.,結婚は一生の約束です。
B101318,mash,I love to mash potatoes.,私はマッシュポテトが大好きだ。
B101319,mass,I prefer using mass transit over driving my car.,私は車を運転するよりも公共交通機関を利用する方が好きです。
B101320,massive,The elephant is massive.,象は大きいです。
B101321,match,His skills match those of a professional.,彼の技術はプロと匹敵する。
B101322,mathematician,The mathematician solved the complex equation.,数学者は複雑な方程式を解いた。
B101323,mathematics,I enjoy studying mathematics.,私は数学の勉強を楽しんでいます。
B101324,maximum,Mark your maximum efforts.,最大限の努力をしなさい。
B101325,maximum,We need an extra 600g a day maximum.,１日あたり最大600g追加で必要だ。
B101326,mayor,The mayor of the city attended the opening ceremony.,市長は開会式に出席しました。
B101327,meaningful,Reading books is a meaningful activity.,本を読むことは有意義な活動です。
B101328,meanwhile,"Meanwhile, the children were playing in the garden.",その間、子供たちは庭で遊んでいました。
B101329,measure,Money is the measure of worth.,金銭は価値の尺度である。
B101330,measure,The temperature is measured in Kelvin.,温度はケルビンで測定されます。
B101331,measurement,I need to take a measurement of the room before buying furniture.,家具を買う前に部屋の寸法を測らなければなりません。
B101332,mechanic,The mechanic fixed my car.,機械工は私の車を修理しました。
B101333,mechanical,He has a mechanical watch.,彼は機械式の腕時計を持っています。
B101334,meditate,I like to meditate before making important decisions.,重要な決定をする前に、私は瞑想するのが好きです。
B101335,meditation,I find meditation to be a great way to relax and clear my mind.,私は瞑想がリラックスや心の整理に役立つと思います。
B101336,Mediterranean,I love taking cruises in the Mediterranean.,地中海でクルーズするのが大好きです。
B101337,medium,I prefer to cook my steak to a medium level of doneness.,私はステーキをミディアムレアで調理するのが好きです。
B101338,medium,Copper is a good medium for the conduction of heat and electricity.,銅は熱と電気の伝導に適した媒体です。
B101339,melt,The ice cubes slowly melt in the warm water.,氷のキューブが温かい水の中でゆっくりと溶ける。
B101340,membership,I applied for a membership at the local gym.,私は地元のジムに会員申請をしました。
B101341,memorable,The trip to Paris was a memorable experience.,パリへの旅は忘れられない経験でした。
B101342,memorize,I need to memorize all the vocabulary words for the test.,テストのためにすべての単語を記憶する必要があります。
B101343,mend,I need to mend my broken glasses.,私は壊れた眼鏡を直す必要があります。
B101344,mental,Taking care of your mental health is important.,精神の健康に気を使うことは重要です。
B101345,mentally,She is mentally strong and can handle any challenge.,彼女は精神的に強く、どんな挑戦でも乗り越えることができる。
B101346,mention,I would like to mention that the meeting has been rescheduled.,会議の日程が変更されたことをお伝えしたい。
B101347,merchant,Marco Polo was an Italian merchant and explorer.,マルコポーロはイタリアの商人であり探検家でした。
B101348,mere,That is a mere excuse for idleness.,それは怠ける口実にすぎない。
B101349,merely,It's merely a joke.,それは単なる冗談だよ。
B101350,mess,Don't make a mess in your room.,部屋を散らかさないでください。
B101351,message board,"If you disagree with someone else using the message board, please be courteous.",掲示板の他の利用者に異論を唱える場合は、礼儀正しくお願いします。
B101352,messy,Her room is always messy.,彼女の部屋はいつも乱雑です。
B101353,middle-aged,The majority of the middle-aged people felt anxiety for their future.,中高年の人たちの大部分が将来に対して不安を感じていた。
B101354,mild,She has a mild temperament.,彼女は柔和な気質を持っています。
B101355,mile,I ran a mile today.,今日、私は1マイル走りました。
B101356,mineral,Plants require minerals for their growth.,植物は成長に無機物を必要とします。
B101357,minimize,I try to minimize my expenses by budgeting carefully.,私は慎重に予算を立てることで、出費を最小限に抑えるようにしている。
B101358,minimum,What's the minimum wage in your country?,あなたの国の最低賃金はいくらですか？
B101359,minimum,The damage was held to a minimum.,被害は最小限に食い止められた。
B101360,minor,He is nothing but a minor artist.,彼は二流の芸術家にすぎない。
B101361,minority,The rights of the minority should be protected.,少数派の権利は保護されるべきです。
B101362,minus,"That will be $1,500, minus the deposit of $150 that you already paid.",すでに支払った150ドルを差し引くと、1500ドルとなる。
B101363,miracle,Witnessing the birth of a baby is a miracle.,赤ちゃんの誕生を目撃することは奇跡だ。
B101364,mischief,He always gets into mischief when he's bored.,彼は退屈するといつもいたずらをする。
B101365,miserable,She felt miserable after losing her job.,彼女は仕事を失った後、みじめな気持ちになった。
B101366,misery,Misery and sorrow accompany war.,戦争には悲惨と悲しみが伴う。
B101367,mislead,He tried to mislead me with false information.,彼は偽の情報で私を誤解させようとした。
B101368,mission,The mission was sent to negotiate a peace treaty.,使節団は平和条約の交渉のために派遣されました。
B101369,misty,The misty morning made it difficult to see the road.,霧の深い朝は道路が見えにくかった。
B101370,misunderstanding,There was a misunderstanding of my intentions.,私の意図が誤解されました。
B101371,mixing bowl,Put the egg yolks and sugar in a large mixing bowl and beat until light and fluffy.,卵黄と砂糖を大きな泡だて器用ボウルに入れて、ふんわりするまで泡立ててください。
B101372,modal auxiliary,Some modal auxiliary verbs are not used in the interrogative sentence.,一部の法助動詞は、疑問文で使われることはありません
B101373,model,Carl cannot have been a model student.,カールが優等生だったはずがない。
B101374,model,She loves to model.,彼女はモデルをするのが好きだ。
B101375,modem,I need to reset the modem.,モデムをリセットする必要があります。
B101376,moderate,Try to be moderate in drinking.,酒を飲むのはほどほどにするように。
B101377,modify,I need to modify my schedule for next week.,来週の予定を変更する必要があります。
B101378,moisture,The moisturizer helps to lock in moisture and keep the skin hydrated.,保湿剤は水分を閉じ込めて肌を潤いを保ちます。
B101379,molecule,Water is a molecule composed of two hydrogen atoms and one oxygen atom.,水は、2つの水素原子と1つの酸素原子から構成される分子です。
B101380,monitor,I need to buy a new monitor for my computer.,私はコンピューター用の新しいモニターを買う必要があります。
B101381,monitor,The U.N. monitored the country's elections.,国連はその国の選挙を監視した。
B101382,monk,The monk meditated in silence.,修道僧は静かに瞑想した。
B101383,monster,The monster emerged from the depths of the ocean.,怪物が海の底から現れた。
B101384,monthly,I have a monthly meeting with my team.,私はチームと月に１回ミーティングを行っています。
B101385,monthly,Most of these people are paid monthly.,ほとんどの人は毎月給料をもらっている。
